score,text,klasifikasi
0,ternyata vaksin pfizer lebih berasa banget pegelnya dibanding vaksin sinovac ’,Negatif
0,gratis vaksin sinovac dosis dan di surabaya ini jadwalnya ,Netral
2,strategi tahap awal vaksin di tanah air dengan pakai sinovac kayanya tepat karena sinovac minim efek samping buat… ,Positif
0, bukti eksperimen bluetooth terhubung dengan vaksin vaksin dan bluetooth suppo tidak vaksin yang berafiliasi dengan bluetoo…,Netral
0, w dapetnya sinovac karena vaksin awal banget emangan salah muluu heran,Negatif
1, “stok vaksin kami cukup bapak stok saat ini tersisa dosis terdiri dari vaksin sinovac dan sinopharm” jawab perwaki…,Positif
-2, aku pakai sinovac vaksin peama pegal banget terus vaksin kedua pegal tapi biasa aja sama dua dosis itu aku di… ,Negatif
1,kedatangan juta dosis vaksin sinovac pemerintah pastikan stok vaksin aman ,Positif
1, nah iya kita yang awal² vaksin dpet nya ya sinovac dia kira menu makanan apa bisa pilih pi… ,Netral
-1,wkwk sumpah sok keren banget aku dapet vaksin sinovac ya karena konsultasi dulu ke dokter karena ada penyakit bawaa… ,Positif
0, kes ini patient st dosis sinovac datang nk minta tukar vaksin sbb post vaksin kena salmonella tgk kes dia memang xperlu tukar tapi…,Netral
0,hallo sahabat humas ayo vaksin sinovac dosis dan dosis aztrazeneca dosis moderna dosis di mako… ,Netral
0, telah dibuka pendaftaran vaksinasi di galeri keas studio hanafi periode oktober menggunakan jenis vaksin sinovac…,Netral
-1, kabupaten pasuruan kembali menjadi sasaran serbuan vaksinasi tni sebanyak dosis vaksin sinovac… ,Positif
0,yassss akhirnya vaksin ke selese anjay juga sinovac kaga ada efek sampingnya uhuy semoga,Positif
0, telah dibuka pendaftaran vaksinasi di rsia asyifa depok menggunakan jenis vaksin sinovac link pendaftaran ,Netral
3,kota dapat bantuan ribu vaksin – kota akan menerima bantuan … ,Positif
0, semua staf perlu memastikan melepasi hari ke dari tarikh suntikan dosis kedua vaksin pfizer astrazaneca atau sinovac atau melep…,Netral
0,akhirnya nemu tempat vaksin sinovac dosis ,Positif
0, layanan vaksinasi untuk umum dengan vaksin sinovac dosis  dosisi senin kamis kuota p…,Netral
1, selamat malam bpkibu yang memangku jabatan tentang pemberian vaksin izikan saya beaya apakah ada dis… ,Netral
0, memang pakai merk vaksin apa ka kalau aku waktu itu sinovac,Netral
0, vaksin dan bluetooth suppo tidak vaksin yang berafiliasi dengan bluetooth adalah astrazeneca pfizer moderna kecuali si…,Netral
0,kalauvaksin tu mending sinovac atau pzjehtjwkfjwjdjs itu sih,Netral
-1, ya kalauadanya di daerah itu yang sinovac masa mau marah pengennya yang lain mau daftar di kota lain… ,Negatif
0, butuh tolong kat mana area pj yang available untuk vaksin sinovac aritu trpaksa cancel nd dose sbb ve covid tapi smpai skr…,Negatif
-1, kmarin pada takut efek vaksin selain sinovac pada gamau vaksin skrang sudah pakai sinovac malah dikatain maumu ap,Negatif
0, comment aja nder vaksin selain sinovac berpotensi jadi titan biar dia ketar ketir aneh emang kamu paling top… ,Negatif
1, saya dan isteri dapat covid selepas hari terima dosis ke sinovac sudah lebih sebulan masih belu…,Positif
0,“vaksin nya sinovac ya kak” hah ,Netral
0, sinovacklu om pakai vaksin apasaya vaksin debat dulu sama bossujungnya kalau tidak vaksin di pecat,Negatif
0, via vaksin covid oktober di kampus untag sinovac dosis oktober di gedung pkk pfizer dosis…,Netral
0,via vaksin covid oktober di kampus untag sinovac dosis oktober di gedung pkk pfizer dosis… ,Netral
0, presiden jajaran pemerintahan public figure nakes mostly vaksin sinovac and it helps so lebih bilang… ,Positif
-1, aku vaksin sinovac ya kyknya tiap orang beda efeknya soalnya tanteku vaksin astrazeneca malemnya meriang hari,Negatif
-1, pakai vaksin apa tugw pernah alergian parah kek yang kiriruam  gatel banget pernah kek yang kanan tapi tidak bn… ,Negatif
-1,nek iseh vaksin sinovac rasah sok kerass,Negatif
0, semakin tinggi keefektifannya semakin tinggi juga efek sampingnya itu yang aku takutkan jadi apa… ,Negatif
0, hahahahsha aku malass sebab dia pernah hasut mak aku vaksin ini tak elok dia pilih sinovac je kalau lain dia tak nak,Negatif
0, lah aku vaksin sinovac juga karena vaksin pas awal baru mulai vaksin massal kebagiannya itu kaga bi… ,Negatif
1, aku vaksinnya sinovac meski baru dosis peama tapi gapapa yang penting sudah vaksin,Positif
0, min minta tolong ada informasi vaksin dosis astrazeneca tidak ya soalnya di kabupaten semarang kebanyakan sinovac sama moderna,Netral
0,aku salah seorang yang ada multiple allergies tapi proceed nak vaksin atas pilihan sendiri walaupun doktor na… ,Netral
1,selamat sore admin mohon informasi untuk lapor kipi setelah vaksin sinovac ke siapa ya kontak… ,Netral
0,gratis ada dosis vaksin covid sinovac di bandung ,Netral
1,selamat sore admin mohon informasi untuk lapor kipi setelah vaksin sinovac ke siapa ya kontak ya… ,Netral
0, vaksin apa nder sinovac atau as kalausinovac jaraknya hari kalauastrazeneca jaraknya bulan,Netral
-1,soalan serius boleh ke campur dosis vaksin aku nampak kat tiktok sbb orang tu dia dosis sinovac sampai tanah arab dia… ,Negatif
0,kes ini patient st dosis sinovac datang nk minta tukar vaksin sbb post vaksin kena salmonella tgk kes dia memang xperlu terminal… ,Netral
-2, asem kok nek ono informasi vaksin sinovac dosis tidak ribet kabari yak,Netral
0,wal aku kamu sudah bevaksin kali dan vaksin yang peama tu sinovac nah yang kedua tuh dasar astrazeneca kah atau s… ,Netral
1, aneh kamu kemarenkemaren masih banyak yang tidak mau vaksin dikatain sekarang udah pada vaksin yang ratara… ,Negatif
0,buka layanan vaksin jenis sinovac di halaman mako polsek kedungwaringin bersama pkm kedungwaringin dan relawan va… ,Netral
-1, duh bokap sama nyokap pakai sinovac pas kena covid otg tuh tidak ada gejala apa apa temen aku yang pakai astrazeneca… ,Negatif
0,anggota polsek babelan melaksanakan kegiatan pengamanan giat vaksinasi merdeka berani dosis ke yang diselenggara… ,Positif
0,sebanyak dosis vaksin sinovac disiapkan untuk vaksinasi tahap peama hari ini ,Positif
0, aku yang hari ini habis vaksin sinovac rasa ingin menggebuk menggelora,Negatif
0, informasi mengenai vaksinasi di setiajaya toyota cimanggis depok periode oktober menggunakan jenis vaksin sinovac…,Netral
0,ayo hadiri gerai vaksin tni polri yang dilaksanakan pada hari rabu tanggal oktober jam w… ,Netral
1, pak wagub inga inga jika masa efektif sinovac bulan maka akhir oktober guru guru harus mendap… ,Positif
1,“vaksin kedua sinovac betul oke lemesin lengannya bismillah…” kak nakes menyuntikkan vaksin ke lenganku … … “… ,Netral
-1, lu masalah beda jenis vaksin saja dibikin ribet bgini yang penting tuh vaksin dulu woey udah mau abis ini… ,Negatif
0, aku sekeluarga beda merk vaksin ibu aku sinovac adek pfizer bapak astrazeneca kakak moderna semu…,Positif
0,vaksin peama sinovac dosis ayo rek vaksinasi drive thru rabu tanggal oktober pukul di stadio… ,Netral
1,indonesia terima dua juta dosis vaksin dukungan dari r dan sinovac ,Positif
1, jika masa efektif sinovac bulan maka akhir oktober guru guru harus mendapat vaksin booster… ,Netral
-2,boleh tidak vaksin peamanya astrazeneca tapi keduanya sinovac trauma banget abis vaksin astrazeneca kemarin rada nyiksa sedikit,Negatif
0,vaksin peama sinovac dosis ayo rek vaksinasi drive thru rabu tanggal oktober pukul wib di st… ,Netral
-1, yup prancis masih belum mengakui vaksin sinovac,Negatif
0, aku kemarin abis vaksin cuma pegal biasa aja kok paling sama ngantuk doang sih malemnya ngomong-ngomong aku sinovac dapetnya,Negatif
-1, aku sinovac vaksin peama lengan atas bekas vaksinnya pegal doang vaksin kedua tidak ada efek samsek… ,Negatif
1, jika masa efektif sinovac bulan maka akhir oktober guru guru jakaa harus mendapat vaksin booster… ,Netral
1,tanggal oktober kemarin aku baru vaksin ini udah h masih ngantuk mulu mana pegal lagi badan memang efeknya gini… ,Negatif
1, jika masa efektif sinovac bulan maka akhir oktober guru guru jakaa harus mendapat vaksin booster unt… ,Netral
0,layanan vaksinasi untuk umum dengan vaksin sinovac dosis  dosisi senin kamis kuo… ,Netral
1, jika masa efektif sinovac bulan maka akhir oktober guru guru jakaa harus mendapat… ,Netral
0,vaksinasi massal covid untuk pelajar smp dan smu sea masyarakat umum porseapelaksanakan penyuntikan vaksin… ,Netral
1, jika masa efektif sinovac bulan maka akhir oktober guru guru jakaa har… ,Netral
1, jika masa efektif sinovac bulan maka akhir oktober guru guru jakaa harus mendapat va… ,Netral
0, ada di preston kak sekarang vaksin dosis sinovacastra bisaaaa,Netral
-1,  lisa pke vaksin sinovac kayaknya jadi tidak bsa terbang keluar negeri,Negatif
0,ayo hadiri gerai vaksin tni polri yang akan dilaksanakan pada hari rabu tanggal oktober jam … ,Netral
0,bhabinkamtibmas kalurahan maguwoharjo melakukan sambang pantau pelaksanaan vaksin tahap ii sinovac warga padukuhan… ,Positif
0, min yang butuh vaksin dosis  astrazeneca  sinovac sekarang langsung ke sama sampai jam ,Netral
-1,untuk vaksinasi tahap kesatu dan dua vaksin jenis sinovac dari orang hanya diikuti sedikitnya orang dikarena… ,Negatif
-1,sekitar orang mengikuti vaksin pfizer tahap dua dan orang mengikuti vaksin sinovac tahap peama di gedung s… ,Netral
0, warga mengikuti vaksin pfizer dan sinovac di puskesmas wanasari ,Netral
1,penelitian booster vaksin pfizer terbukti lebih manjur dari sinovac ,Positif
0, kalaudari ketersediaan biofarma bisa produksi karena udah beli biang vaksin sama coldchain yang tidak terlalu… ,Netral
0,yang mau vaksin astrazeneca atau sinovac dosis dan bisa langsung tancap gas ke preston yaaaa … ,Netral
0,informasi mengenai vaksinasi di setiajaya toyota cimanggis depok periode oktober menggunakan jenis vaksin… ,Netral
0,pengamanan kedatangan vaksin sinovac dari jakaa dengan menggunakan pesawat lion air jt selanjutnya di bawa ke… ,Netral
1, dilihat dari angka efikasi tapi sinovac perannya besar buat wave junijuli kemarin di sini kontranya vaksi…,Positif
1, dilihat dari angka efikasi tapi sinovac perannya besar buat wave junijuli kemarin di sini kontranya… ,Positif
0,kedatngan vaksin sinovac melalui bandara intl dengan menggunakan pesawat lion air dari jakaa dengan menggunakan… ,Positif
1,dalam rangka memperingati hut tni ke tni melalui bais badan intelijen strategis menggelontorkan vaksin jenis s… ,Positif
0,pada hari selasa tanggal oktober pkl sd wib babinsa desa tempursari serka maryadi melaksanakan pen… ,Netral
0,sementara itu jenis vaksin yang digunakan antara lain sinovac astrazeneca dan moderna … ,Netral
0, iya sekalian syarat masuk ke perancis deh kayaknya vaksin sinovac kan tidak berlaku di pe… ,Negatif
0,babinsa koramil margorejo seu masgito dan bripka yusup catur gunawan melaksanakan pendampingan vaksinasi jenis si… ,Positif
0,telah dibuka pendaftaran vaksinasi di rsia asyifa depok menggunakan jenis vaksin sinovac link pendaftaran… ,Netral
0,vaksinasi presisi rabu oktober jam wita lokasi desa batulayar barat desa lembah sari des… ,Netral
1, saya dan isteri dapat covid selepas hari terima dosis ke sinovac sudah lebih sebulan masih b… ,Positif
0, vaksin apa aku astrazeneca bulan peengahan juni peengahan sept ou  adekku sinovac bulan,Netral
1,syukurlah sekeluarga sudah vaksin ada yang dapat sinovaccoronavac vaxzevria dan moderna semoga diparingi sehat kabeh,Positif
0, untuk pendaftaran vaksin sinovac hari senin oktober di klinik polresta bandung jlbhayangkara soreang silahka…,Netral
-1, kalausinovac sih hari laki aku pas vaksin ny telat mingguan tidak masalah tapi kalaubelom jadwalnya vaksin ya tidak boleh,Netral
0, vaksin covid oktober di kampus untag sinovac dosis oktober di gedung pkk pfizer dosis syarat jadwal  l…,Netral
-1, hari pahit manis di ppv integrasi idcc shah alam berakhir oktober dengan pemberian vaksinasi … ,Negatif
0,pimpinan ipda edward daniel m masih kanit reskrim polsek kedungwaringin bersama pkm karangsambung dan aparat desa… ,Netral
1, dosis vaksin sinovac tiba di sumut personil brimob beri pengawalan ,Positif
0, siapa belum vaksin ke dengan jenis vaksin sinovac,Netral
0, min mohon informasi untuk vaksin dosis sinovac untuk area sidoarjo dong,Netral
0, bolehh tapi kalauragu dipending aja gapapa sepeinya pas w vaksin sinovac peama petugasnya ngasi tau… ,Netral
0,unit binmas di pimpin panit binnas aiptu parjiati dan babhinkamtibmas gayamharjo prambanan sleman melaksanakan pe… ,Netral
1,ayo baca daftar negara yang izinkan wisatawan dengan vaksin sinovac indonesia termasuk tidak ya ,Netral
0,vaksin covid oktober di kampus untag sinovac dosis oktober di gedung pkk pfizer dosis syarat jad… ,Netral
3, tidak apa-apa kok aku minggu kemarin vaksin k dan pas lagi reddays vaksin sinovacefeknya ya tetap ngantuk sama laper aja,Positif
1,untuk mendapatkan vaksinasi dosis peama dengan jenis vaksin sinovac “ tutur kapolres dalam keterangannya melalui… ,Netral
1,tetiba nanti announce offline conce pastuuu intl penggemar boleh join kecuali yang vaksin sinovac je tak boleh join k… ,Negatif
0, kok lu bisa vaksin pfizer kan sinovac doang eh kamu under kan,Netral
-1, saya punya alergi berat hipeensi dan kolesterol tinggi alhamdulillah vaksin sinovac sudah lengkap baik saja sampai skr…,Positif
0, vaksin ini vaksin sinovac ya vaksin kemarin vaksin jenis apa boleh naikin lengan bajunya jadi ,Netral
-1, kejadian nyata sepupu mau nikah di jerman karena dapat orang jerman ditolak kan vaksin sinovac tapi karena kelurahan… ,Negatif
0,vaksin peama dosisnya jenis sinovac ya ,Netral
-1, nama salah satu vaksin kek sinovac astrazeneca gitu,Netral
0,informasi vaksin gratis kota palangkaraya kalimantan tengah selasa oktober sinovac ,Netral
0,min yang butuh vaksin dosis  astrazeneca  sinovac sekarang langsung ke sama sampai jam ,Netral
2,beempat di panti sosial asuhan anak psaa putra utama sejumlah warga binaan panti sosial bina remaja psbr terminal… ,Netral
0, informasi vaksin sinovac fase kedua untuk area pasuruan kota dong,Netral
-3, aku punya asma udah vaksin sinovac kali badan cuma nyeri sama demam sedikit,Negatif
0,kapolsek jatibarang bersama dengan forkopimcam monitoring pelaksanaan vaksinasi dosis i di mts assysyafiiyah ke… ,Positif
0,vaksin kamu sinovac astrazeneca moderna atau pfizer posko vaksinasi psi jakaa menyediakan keempat jenis vaksin tersebu… ,Netral
-1, bisa vaksin dosis dua astrazeneca dan sinovac di sampai jam hari ini saja,Netral
-1,bisa vaksin dosis dua astrazeneca dan sinovac di sampai jam hari ini saja,Netral
-1,saya punya alergi berat hipeensi dan kolesterol tinggi alhamdulillah vaksin sinovac sudah lengkap baik saja sam… ,Positif
0,siapa belum vaksin ke dengan jenis vaksin sinovac,Netral
-1, iya full sudah mengikuti anjuran pemerintah sinovac kak nami respon di tubuh ku hanya nyeri di se… ,Negatif
0,heh informasi vaksin sinovac dosis ning kabupatenkota madiun dong slur,Netral
0,semua staf perlu memastikan melepasi hari ke dari tarikh suntikan dosis kedua vaksin pfizer astrazaneca atau sino… ,Netral
1,vaksin ke harus moderna tidak ada pilihan sinovac pfizer atau astrazeneca kenapa untuk booster vaksin covid hanya a… ,Netral
-2,informasi vaksin di malang ooo ini kak astrazeneca ini sinovac ini dosis informasi vaksin di rumah sendiri clueless,Negatif
-1,teruntuk bapak tni yang nyuntikin aku vaksin ke dua sinovac tadi pagi set cuma mo bilang ke bapaknya kamu made my… ,Positif
0, vaksin nya sinovac ya kalaudi aku sih gitu nder,Netral
0,mau vaksin kedua kapan ya seharusnya jadwalnya senin minggu kemarin tapi di kecamatan ku belum ada mau ke rsud… ,Netral
1, sayang yang rumahnya di bekasi cipayung cibubur ayo vaksin sinovac dan astrazeneca di universitas dian nusantara,Netral
1,sayang yang rumahnya di bekasi cipayung cibubur ayo vaksin sinovac dan astrazeneca di universitas dian nusantara,Netral
1, ya kan benar aku juga rasa gitu soalny kamu vaksin apa sinovac kah,Netral
-1,vaksin selamat untuk remaja tahun ibu bapa tak perlu risau dan perlu yakinkan anakanak tentang k… ,Negatif
0,patroli personil polsek jabiren raya cek keamanan vaksin sinovac ,Netral
0,takpe ke vaksin sinovac campur pfizer ,Netral
1, seperti biasakerja panas lagiaku sinovac wkwkwkallhamdulillah sinovac tidak ada efek samping buat tu… ,Positif
0,hingga saat ini belum ada vaksin covid yang tersedia di indonesia untuk anak di bawah tahun jubir vaksinasi covi… ,Negatif
2, cowokku punya asma udah kali vaksin sinovac dia tidak ngefek apaapa kecuali ngantuk dan laper,Positif
1, ngomong-ngomong dipikir pikir syukur juga ya indonesia vaksin utamanya dosis terbanyaknya itu sinovac melihat cerita temen yang suntik ast…,Positif
-1,kok dipaksa begitu sinovac efikasinya emang rendah masa negara lain tak boleh lindungi rakyatnya sendiri aneh… ,Negatif
1,ayo vaksin informasi vaksin banjarmasin jadwal oktober dosis sinovac ktp umum berikut informasi … ,Netral
0,bagi yang belum vaksinasi silahkan rsud kanjuruhan kabupaten malang ada program vaksinasi covid dengan jenis vaksin sin… ,Netral
1, selamat pagi pakbu ingin beanya apakah polsek mergangsannkecamatan mergangsann mengadakan vaksinasi… ,Netral
1,akhirnya vaksin juga awalnya kepengen vaksin astrazeneca tapi adanya sinovac tidak apaapa yang penting vaksin segera,Positif
-1,charm vaksin sinovac rmupah lebar ring cuma lebar cuma berat tidak tidak tidak tidak tidak tidak tidak… ,Negatif
1, vaksin sinovac karena banyak kali tu makanya ngantri rame banget,Netral
-1,antri vaksin di dom aku antrinya lebih dibanding dufan plsss kenapaaa si susah banget vaksin sinovac di dom aku ,Negatif
0,informasi vaksinasi covid di bandung sepanjang oktober vaksin sinovac dosis dan ,Netral
-1,cek fakta beredar kabar indonesia ditipu karena china tak pakai vaksin sinovac lagi simak faktanya ,Netral
0, cara kerja vaksin sinovac ,Netral
0,addition ditmpt aku tdi ada vaksin moderna dan sinovac aku baru tau kalau yang vaksin moderna dikasi paracetamol tpi ya… ,Netral
0,sinovac vs moderna ,Netral
0,jenis vaksin vaksin sinovac astrazeneca pfizer dan moderna nb i cant mentioned all of types but this is terminal… ,Netral
1,atau mendaftar melalui link berikut ini setelah melakukan pendaftaran dapat… ,Netral
1,kami buka kesempatan untuk vaksin dosis sinovac khusus bagi warga dengan ktp sukoharjo yang sudah vaksin atau… ,Netral
0, vaksin jenis apa dalam graph ini betul ke sibu case spike sebab vaksin jenis sinovac didn… ,Netral
0,vaksin sinovac boleh buat umur tahun kah ada yang tau,Netral
0, oalah kalah dengan orang desa kayak saya ini ya alhamdulillah sudah kali vaksin sinovac tidak ada efeknya kok biasa² aja,Positif
0, haha iyaa its okey tapi kayaknya kurang lebih sama lah seperti sinovac teknisnya ya kak baiklahh huhu… ,Netral
0,butuh tolong kat mana area pj yang available untuk vaksin sinovac aritu trpaksa cancel nd dose sbb ve covid tapi… ,Netral
-2, kalau aku kemarin langsung datang ke rumah sakit yang melayani vaksin kak tapi emang datangnya lebih pagi biar d… ,Netral
0, ahh boleh ya terus itu mesti daftar dulu di pedulilindungi atau langsung dateng aja ke tempat vaksin s… ,Netral
-2,halo sahabat rumah sakit baptis batu berikut adalah jadwal baru pesea vaksin c moderna  sinovac yang ditunda pelayan… ,Netral
-1,rasah kakean cangkem aku asline ki ultramen tapi bar vaksin sinovac kekuatanku ilang ,Negatif
0,informasi pendaftaran vaksinasi covid di poliklinik vaksin rsud kelet melayani vaksinasi covid sinovac dan a… ,Netral
0, ikut ayo massal oktober jenis vaksin sinovac …,Netral
0,telah dibuka pendaftaran vaksinasi di galeri keas studio hanafi periode oktober menggunakan jenis vaks… ,Netral
0,informasi link pendaftaran dan jadwal vaksin dosis dan jenis pfizer dan sinovac di bogor pada dan oktober ,Netral
0,informasi vaksin dosis sinovac area klaten jogj ada tidak sie,Netral
-1,sleman komando distrik militer sleman bekerjasama dengan aparat terkait dan stakeholder kembali melaksanak… ,Positif
0,hari ini yang dibalerame dibatalin vaksinasi hanya di stadion si jalak harupat menggunakan vaksin sinovac,Netral
-2, gapapa kok aku dulu sampai hampir dua bulan baru vaksin kedua sinovac,Netral
0,jadwal  daftar pesea vaksin sinovac di polres magelang hari ini ,Netral
0,say mau vaksin kedua sinovac tapi udah hari itu gppa,Netral
1, ini jumlah dosis yang sudah diadministrasikan di amerika dan inggris bayang berapa untungnya farmasi untuk vaksin berba…,Positif
-1, aku vaksin sinovac cuma jadi ngantuk aja engga pegal atau demam,Negatif
0, aku vaksin sinovac efeknya cuma pegal aja sih,Negatif
0, aslinya dari p…,Netral
1, vaksin sinovac selamat untuk kanakkanak ,Positif
1,vaksin sinovac selamat untuk kanakkanak ,Positif
3, sinovac kalau kamu lum vaksin lebih cepat lebih baik nder ikut ajaa vaksin apa ajaa yang penting vaksin ,Positif
0, aku pakai sinovac kalau sinovac nnti ada booster lagi nder karena kali suntik efektinya cuma sdgkan pfiz… ,Netral
2,apresiasi antusiasme masyarakat akan vaksin presiden joko widodo tinjau pelaksanaan vaksin massal di sorong… ,Positif
-1,dosis penuh jenis vaksin semoga akur ya sinovac sama pfizer di dalem sana jangan ikutan perang politik,Negatif
1, brand test kit tak sama contoh test kit a boleh detect spike protein test kit b bole… ,Positif
0,anggota koramil kaligesing kodim purworejo serma wahyudi melaksanakan monitorng pemberian vaksin sinovac di… ,Positif
0, kalausinovac jaraknya satu bulan nder itu aku vaksin tanggal bulan september terus di suratnya ditul… ,Netral
0, dapetnya vaksin apa kalau sinovac itu hari kalau astrazeneca bulan,Netral
0, kalaukamu vaksinnya sinovac jaraknya bulan atau lebih untuk vaksin astrazeneca bulan boleh kok lebih ada… ,Netral
1, coba kamu cek jenis vaksinnya siapa tau beda dan dapatnya yang durasinya lebih cepat soalnya… ,Netral
-1, emang boleh vaksin ulang kalausetauku sinovac bulanan kalauastrazeneca itu bulan,Netral
0, tidak boleh nder ngulang lagi dari vaksin kalauvaksinnya sinovac katanya jrk bulan sudah boleh vaksin k… ,Netral
-1, setau aku kalausinovac emang ringan gejala nya kalauastrazeneca agak keras temen temen aku di kampus … ,Negatif
0, min yang arab saudi visa turis bisa tapi tidak untuk wni indonesia masih kena travel ban dari arab saudi… ,Negatif
-3, bukan hari tu sudah mentioned ke yang ramai mati sbb vaksin sinovac sekarang tk ada kematian lak brap… ,Negatif
-1, nanya dong katanya kalau udah dosis sinovac bakalan disuruh lagi vaksin dosis yang moderna bingung banget,Netral
0, ini vaksin sinovac di muhi coba dicek barangkali masih ada kuota tutup pendaftaran tanggal ,Netral
-3,gua ikut vaksin kedua di sekolah aja ya lagian sinovac efek samping nya tidak terlalu sakit,Positif
1, memang ini pearuhan jenius yang tim diplomasi kita secara longterm ternyata jauh lebih baik daripada m…,Positif
-3, sinovac gua mah di tempat gua pada sinovac kalauastrazeneca z pada tidak mau kurang mantep sih katanya tap… ,Negatif
-1, aku menyesal pas ditawarin ibunya dari pkm mau sekalian boster po mbak tidak papa nek mau kamu in… ,Negatif
0, efeknya yang dirasain setelah vaksin apa klau moderna aku sinovac sih,Netral
-2,“vaksin tidak kurang enggak ada masalah” tanya presiden “stok vaksin kami cukup bapak stok saat ini tersisa … ,Netral
-1,vaksin sinovac juli berai nanti sekitar akhir oktober mungkin kudu nyari informasi vaksin yang ketiga,Netral
2, indonesia menegaskan semua vaksin yang telah mendapatkan emergency use listing yang diterbitkan oleh who harus diperlakuk…,Positif
0, lah iyayak di indonesia tu sampai sekarang masi kebnayakan sinovac kedua astrazeneca moderna sama pfizer jarang gitu… ,Netral
-1, anak saya sudah vaksin lengkap sinovac sekarang dia perlu vaksin pfizer atau moderna untuk memenuhi syarat s… ,Netral
-1, sinovac mulai tidak laku nih romannya makanya sang juragan nakutin dunia dengan pakai isu mutasi varian baru huahahaha ah terminal…,Negatif
-1, sinovac beb aku setelah d vaksin tidak nefek apa jangan aku mati rasa ,Negatif
0, memang sinovac ini ngefek banget buat yang gamau vaksin karena tuntutan vaksin buat mobilitas mau tidak mau vaksin dan…,Positif
0,informasi jadwal vaksin covid sinovac dosis dan di garut terbuka untuk umum ,Netral
0, besok yang mau vaksin ktp kabupaten bandung ke stadion si jalak harupat aja ya gaiss dosis pakai sinovac,Netral
-2, ya wes lah tidak usah vaksin mau pakai pfizer kok mrna juga ngeri sinovac tidak boleh buat alergi terminal… ,Negatif
1, padahal salah satu faktor penting vaksin tuh distribusinya yang cepat sepei halnya sinovac bukan adu apa… ,Netral
0,takut disuntik inovasi vaksin mirip plester ini bisa jadi solusi … ,Positif
0, buat yang mau vaksin sinovac bisa datang ke koramil tangerang bawa copy ktp dari pagisiang,Netral
-1,vaksinasi merdeka serentak pesantren dan rumah ibadah dilaksanakan pada hari selasa tanggal oktober ber… ,Netral
0,bisanya vaksin peama sinovac keduanya astrazeneca,Netral
0, bisa asal jenis vaksinnya sama kalauvaksin peama sinovac yang kdua juga harus sinovac,Netral
0, sinovac katanyaa nih akhirnya sih meg berkat se kemenkes kalautidak perlu nunggu bulan akhirnya setel… ,Netral
-1,buat kalian yang belum vaksin dan bingung mau vaksin apa saran aku mending sinovac aja soalnya tadi aku denger o… ,Positif
0,besok yang mau vaksin ktp kabupaten bandung ke stadion si jalak harupat aja ya gaiss dosis pakai sinovac,Netral
0, serius pakai astramoderna efeknya kaya gitu aku tadinya pengennya vaksin itu tapi dapetnya sinovac dan tidak ada efek samping apapun,Positif
0,bhabinkamtibmas kalurahan ngawu bripka prima di dampingi kanit provost aiptu parjiman pemantauan vaksinasi di upt… ,Netral
1, yakin ckp kali ,Negatif
-1, kalaudi tempatku di sini emang cuma sedikit kebanyakan sinovac moderna baru satu kali diadain massal… ,Negatif
-1, iya ih wow susah tadi aja tetangga aku vaksin dapatnya sinovac juga,Negatif
0, ini umi mo prgi tapi tidak bisa kalau vaksin sinovac pihak sana ganerima moderna baru bisa katanya,Negatif
-2, aku vaksin sinovac baru menit pas nunggu kau eh pingsan malu banget bangun bangun di kerubungin orang,Negatif
0, serius padahal sinovac yang punya efek paling ringan pkm cobak atau biasanya ada yang ngadain vak… ,Positif
0, min mau tanyaaa aku vaksin astrazeneca kenapa seifikatnya sinovac sudah ,Negatif
0,layanan vaksinasi dosis sinovac sudah hari sejak vaksin peama berlaku untuk masyarakat umum ktp seluruh… ,Netral
0,sumpah ini vaksin moderna dapetnya dimana siiiiih yang tau jwb boleh tolong ini aku tidak bisa kalau vaksin sinovac gitu harus m… ,Negatif
0,personil polsek sanden dipimpin kanit provos iptu suharyanto melaksanakan pengamanan dan monitoring vaksinasi covid… ,Netral
-1, hari pahit manis di ppv integrasi idcc shah alam berakhir oktober dengan pemberian vaksinasi samada vaksin astrazeneca sinov…,Negatif
2,indonesia menegaskan semua vaksin yang telah mendapatkan emergency use listing yang diterbitkan oleh who harus dipe… ,Positif
0, juta kali sinovac rupiah paling murah tuh sinovac juta warga harus bayar vaksin boos…,Positif
-1, ohh sinovac aku tanya temen yang sinovac juga cuma gitu doang tidak sampai demam gitu kemungkinan vaksin ke… ,Positif
0, bep dapat vaksin apa moderna apa sinovac,Netral
0,masyarakat desa dawuhan serbu vaksin sinovac ,Positif
0,geger vaksin srimulyo jilid ii kapanewon piyungan berlangsung pada hari senin oktober berlangsung di gor p… ,Netral
0, vaksinasi covid dosis kedua kembali dilaksanakan bagi keluarga pegawai di lingkungan sekretariat… ,Netral
0, olohh hahahhaah bangsa astrazeneca ke pfizer ke sinovac ke hurm kan skrng bila vaksin sudah ada bangsa sendiri ,Netral
0,teman² mohon informasi ibuku butuh vaksin kedua untuk tanggal atau oktober vaksin peamanya sinovac perintah do… ,Netral
0,ketua pengarah kesihatan tan sri dari noor hisham abdullah hari ini mengumumkan bahawa pihak berkuasa ubatubatan dc… ,Netral
0, b aja sih urang mah soalna urang tadi beurang vaksin sinovac kadua,Netral
1, sehingga kini sudah juta dosis vaksin sudah diberikan kepada remaja dalam lingkungan usia berkenaan di china pharmaniaga…,Positif
1,gerai vaksin sinovac bagi warga masyarakat di sekitar kelurahan ciketing udik kecamatan bantargebang kota bekasi ,Positif
