score,text,klasifikasi
1,gratis vaksin sinovac dosis dan di surabaya ini jadwalnya ,Positif
1,strategi tahap awal vaksin di tanah air dengan pakai sinovac kayanya tepat karena sinovac minim efek samping buat… ,Positif
3, bukti eksperimen bluetooth terhubung dengan vaksin vaksin dan bluetooth suppo tidak vaksin yang berafiliasi dengan bluetoo…,Positif
0, w dapetnya sinovac karena vaksin awal banget emangan salah muluu heran,Netral
2, “stok vaksin kami cukup bapak stok saat ini tersisa dosis terdiri dari vaksin sinovac dan sinopharm” jawab perwaki…,Positif
-1, aku pakai sinovac vaksin peama pegal banget terus vaksin kedua pegal tapi biasa aja sama dua dosis itu aku di… ,Negatif
2,kedatangan juta dosis vaksin sinovac pemerintah pastikan stok vaksin aman ,Positif
1, nah iya kita yang awal² vaksin dpet nya ya sinovac dia kira menu makanan apa bisa pilih pi… ,Positif
-1,wkwk sumpah sok keren banget aku dapet vaksin sinovac ya karena konsultasi dulu ke dokter karena ada penyakit bawaa… ,Negatif
1, kes ini patient st dosis sinovac datang nk minta tukar vaksin sbb post vaksin kena salmonella tgk kes dia memang xperlu tukar tapi…,Positif
0,hallo sahabat humas ayo vaksin sinovac dosis dan dosis aztrazeneca dosis moderna dosis di mako… ,Netral
2, telah dibuka pendaftaran vaksinasi di galeri keas studio hanafi periode oktober menggunakan jenis vaksin sinovac…,Positif
1, kabupaten pasuruan kembali menjadi sasaran serbuan vaksinasi tni sebanyak dosis vaksin sinovac… ,Positif
0,yassss akhirnya vaksin ke selese anjay juga sinovac kaga ada efek sampingnya uhuy semoga,Netral
1, telah dibuka pendaftaran vaksinasi di rsia asyifa depok menggunakan jenis vaksin sinovac link pendaftaran ,Positif
4,kota dapat bantuan ribu vaksin – kota akan menerima bantuan … ,Positif
0, semua staf perlu memastikan melepasi hari ke dari tarikh suntikan dosis kedua vaksin pfizer astrazaneca atau sinovac atau melep…,Netral
0,akhirnya nemu tempat vaksin sinovac dosis ,Netral
1, layanan vaksinasi untuk umum dengan vaksin sinovac dosis dosisi senin kamis kuota p…,Positif
2, selamat malam bpkibu yang memangku jabatan tentang pemberian vaksin izikan saya beaya apakah ada dis… ,Positif
0, memang pakai merk vaksin apa ka kalau aku waktu itu sinovac,Netral
2, vaksin dan bluetooth suppo tidak vaksin yang berafiliasi dengan bluetooth adalah astrazeneca pfizer moderna kecuali si…,Positif
-1,kalauvaksin tu mending sinovac atau pzjehtjwkfjwjdjs itu sih,Negatif
-2, ya kalauadanya di daerah itu yang sinovac masa mau marah pengennya yang lain mau daftar di kota lain… ,Negatif
-1, butuh tolong kat mana area pj yang available untuk vaksin sinovac aritu trpaksa cancel nd dose sbb ve covid tapi smpai skr…,Negatif
-1, kmarin pada takut efek vaksin selain sinovac pada gamau vaksin skrang sudah pakai sinovac malah dikatain maumu ap,Negatif
0, comment aja nder vaksin selain sinovac berpotensi jadi titan biar dia ketar ketir aneh emang kamu paling top… ,Netral
-1, saya dan isteri dapat covid selepas hari terima dosis ke sinovac sudah lebih sebulan masih belu…,Negatif
-1,“vaksin nya sinovac ya kak” hah ,Negatif
3, sinovacklu om pakai vaksin apasaya vaksin debat dulu sama bossujungnya kalau tidak vaksin di pecat,Positif
-1, via vaksin covid oktober di kampus untag sinovac dosis oktober di gedung pkk pfizer dosis…,Negatif
-1,via vaksin covid oktober di kampus untag sinovac dosis oktober di gedung pkk pfizer dosis… ,Negatif
0, presiden jajaran pemerintahan public figure nakes mostly vaksin sinovac and it helps so lebih bilang… ,Netral
0, aku vaksin sinovac ya kyknya tiap orang beda efeknya soalnya tanteku vaksin astrazeneca malemnya meriang hari,Netral
0, pakai vaksin apa tugw pernah alergian parah kek yang kiriruam gatel banget pernah kek yang kanan tapi tidak bn… ,Netral
-1,nek iseh vaksin sinovac rasah sok kerass,Negatif
0, semakin tinggi keefektifannya semakin tinggi juga efek sampingnya itu yang aku takutkan jadi apa… ,Netral
0, hahahahsha aku malass sebab dia pernah hasut mak aku vaksin ini tak elok dia pilih sinovac je kalau lain dia tak nak,Netral
2, lah aku vaksin sinovac juga karena vaksin pas awal baru mulai vaksin massal kebagiannya itu kaga bi… ,Positif
1, aku vaksinnya sinovac meski baru dosis peama tapi gapapa yang penting sudah vaksin,Positif
0, min minta tolong ada informasi vaksin dosis astrazeneca tidak ya soalnya di kabupaten semarang kebanyakan sinovac sama moderna,Netral
1,aku salah seorang yang ada multiple allergies tapi proceed nak vaksin atas pilihan sendiri walaupun doktor na… ,Positif
1,selamat sore admin mohon informasi untuk lapor kipi setelah vaksin sinovac ke siapa ya kontak… ,Positif
0,gratis ada dosis vaksin covid sinovac di bandung ,Netral
1,selamat sore admin mohon informasi untuk lapor kipi setelah vaksin sinovac ke siapa ya kontak ya… ,Positif
0, vaksin apa nder sinovac atau as kalausinovac jaraknya hari kalauastrazeneca jaraknya bulan,Netral
-1,soalan serius boleh ke campur dosis vaksin aku nampak kat tiktok sbb orang tu dia dosis sinovac sampai tanah arab dia… ,Negatif
1,kes ini patient st dosis sinovac datang nk minta tukar vaksin sbb post vaksin kena salmonella tgk kes dia memang xperlu terminal… ,Positif
-2, asem kok nek ono informasi vaksin sinovac dosis tidak ribet kabari yak,Negatif
0,wal aku kamu sudah bevaksin kali dan vaksin yang peama tu sinovac nah yang kedua tuh dasar astrazeneca kah atau s… ,Netral
3, aneh kamu kemarenkemaren masih banyak yang tidak mau vaksin dikatain sekarang udah pada vaksin yang ratara… ,Positif
0,buka layanan vaksin jenis sinovac di halaman mako polsek kedungwaringin bersama pkm kedungwaringin dan relawan va… ,Netral
-3, duh bokap sama nyokap pakai sinovac pas kena covid otg tuh tidak ada gejala apa apa temen aku yang pakai astrazeneca… ,Negatif
1,anggota polsek babelan melaksanakan kegiatan pengamanan giat vaksinasi merdeka berani dosis ke yang diselenggara… ,Positif
1,sebanyak dosis vaksin sinovac disiapkan untuk vaksinasi tahap peama hari ini ,Positif
0, aku yang hari ini habis vaksin sinovac rasa ingin menggebuk menggelora,Netral
2, informasi mengenai vaksinasi di setiajaya toyota cimanggis depok periode oktober menggunakan jenis vaksin sinovac…,Positif
1,ayo hadiri gerai vaksin tni polri yang dilaksanakan pada hari rabu tanggal oktober jam w… ,Positif
0, pak wagub inga inga jika masa efektif sinovac bulan maka akhir oktober guru guru harus mendap… ,Netral
1,“vaksin kedua sinovac betul oke lemesin lengannya bismillah…” kak nakes menyuntikkan vaksin ke lenganku … … “… ,Positif
1, lu masalah beda jenis vaksin saja dibikin ribet bgini yang penting tuh vaksin dulu woey udah mau abis ini… ,Positif
0, aku sekeluarga beda merk vaksin ibu aku sinovac adek pfizer bapak astrazeneca kakak moderna semu…,Netral
1,vaksin peama sinovac dosis ayo rek vaksinasi drive thru rabu tanggal oktober pukul di stadio… ,Positif
1,indonesia terima dua juta dosis vaksin dukungan dari r dan sinovac ,Positif
1, jika masa efektif sinovac bulan maka akhir oktober guru guru harus mendapat vaksin booster… ,Positif
-1,boleh tidak vaksin peamanya astrazeneca tapi keduanya sinovac trauma banget abis vaksin astrazeneca kemarin rada nyiksa sedikit,Negatif
1,vaksin peama sinovac dosis ayo rek vaksinasi drive thru rabu tanggal oktober pukul wib di st… ,Positif
-1, yup prancis masih belum mengakui vaksin sinovac,Negatif
0, aku kemarin abis vaksin cuma pegal biasa aja kok paling sama ngantuk doang sih malemnya ngomong-ngomong aku sinovac dapetnya,Netral
0, aku sinovac vaksin peama lengan atas bekas vaksinnya pegal doang vaksin kedua tidak ada efek samsek… ,Netral
1, jika masa efektif sinovac bulan maka akhir oktober guru guru jakaa harus mendapat vaksin booster… ,Positif
2,tanggal oktober kemarin aku baru vaksin ini udah h masih ngantuk mulu mana pegal lagi badan memang efeknya gini… ,Positif
1, jika masa efektif sinovac bulan maka akhir oktober guru guru jakaa harus mendapat vaksin booster unt… ,Positif
1,layanan vaksinasi untuk umum dengan vaksin sinovac dosis dosisi senin kamis kuo… ,Positif
0, jika masa efektif sinovac bulan maka akhir oktober guru guru jakaa harus mendapat… ,Netral
0,vaksinasi massal covid untuk pelajar smp dan smu sea masyarakat umum porseapelaksanakan penyuntikan vaksin… ,Netral
0, jika masa efektif sinovac bulan maka akhir oktober guru guru jakaa har… ,Netral
0, jika masa efektif sinovac bulan maka akhir oktober guru guru jakaa harus mendapat va… ,Netral
1, ada di preston kak sekarang vaksin dosis sinovacastra bisaaaa,Positif
-1, lisa pke vaksin sinovac kayaknya jadi tidak bsa terbang keluar negeri,Negatif
1,ayo hadiri gerai vaksin tni polri yang akan dilaksanakan pada hari rabu tanggal oktober jam … ,Positif
0,bhabinkamtibmas kalurahan maguwoharjo melakukan sambang pantau pelaksanaan vaksin tahap ii sinovac warga padukuhan… ,Netral
0, min yang butuh vaksin dosis astrazeneca sinovac sekarang langsung ke sama sampai jam ,Netral
0,untuk vaksinasi tahap kesatu dan dua vaksin jenis sinovac dari orang hanya diikuti sedikitnya orang dikarena… ,Netral
0,sekitar orang mengikuti vaksin pfizer tahap dua dan orang mengikuti vaksin sinovac tahap peama di gedung s… ,Netral
0, warga mengikuti vaksin pfizer dan sinovac di puskesmas wanasari ,Netral
1,penelitian booster vaksin pfizer terbukti lebih manjur dari sinovac ,Positif
1, kalaudari ketersediaan biofarma bisa produksi karena udah beli biang vaksin sama coldchain yang tidak terlalu… ,Positif
0,yang mau vaksin astrazeneca atau sinovac dosis dan bisa langsung tancap gas ke preston yaaaa … ,Netral
1,informasi mengenai vaksinasi di setiajaya toyota cimanggis depok periode oktober menggunakan jenis vaksin… ,Positif
0,pengamanan kedatangan vaksin sinovac dari jakaa dengan menggunakan pesawat lion air jt selanjutnya di bawa ke… ,Netral
0, dilihat dari angka efikasi tapi sinovac perannya besar buat wave junijuli kemarin di sini kontranya vaksi…,Netral
0, dilihat dari angka efikasi tapi sinovac perannya besar buat wave junijuli kemarin di sini kontranya… ,Netral
0,kedatngan vaksin sinovac melalui bandara intl dengan menggunakan pesawat lion air dari jakaa dengan menggunakan… ,Netral
2,dalam rangka memperingati hut tni ke tni melalui bais badan intelijen strategis menggelontorkan vaksin jenis s… ,Positif
0,pada hari selasa tanggal oktober pkl sd wib babinsa desa tempursari serka maryadi melaksanakan pen… ,Netral
0,sementara itu jenis vaksin yang digunakan antara lain sinovac astrazeneca dan moderna … ,Netral
0, iya sekalian syarat masuk ke perancis deh kayaknya vaksin sinovac kan tidak berlaku di pe… ,Netral
1,babinsa koramil margorejo seu masgito dan bripka yusup catur gunawan melaksanakan pendampingan vaksinasi jenis si… ,Positif
1,telah dibuka pendaftaran vaksinasi di rsia asyifa depok menggunakan jenis vaksin sinovac link pendaftaran… ,Positif
1,vaksinasi presisi rabu oktober jam wita lokasi desa batulayar barat desa lembah sari des… ,Positif
-1, saya dan isteri dapat covid selepas hari terima dosis ke sinovac sudah lebih sebulan masih b… ,Negatif
0, vaksin apa aku astrazeneca bulan peengahan juni peengahan sept ou adekku sinovac bulan,Netral
2,syukurlah sekeluarga sudah vaksin ada yang dapat sinovaccoronavac vaxzevria dan moderna semoga diparingi sehat kabeh,Positif
0, untuk pendaftaran vaksin sinovac hari senin oktober di klinik polresta bandung jlbhayangkara soreang silahka…,Netral
1, kalausinovac sih hari laki aku pas vaksin ny telat mingguan tidak masalah tapi kalaubelom jadwalnya vaksin ya tidak boleh,Positif
-1, vaksin covid oktober di kampus untag sinovac dosis oktober di gedung pkk pfizer dosis syarat jadwal l…,Negatif
0, hari pahit manis di ppv integrasi idcc shah alam berakhir oktober dengan pemberian vaksinasi … ,Netral
0,pimpinan ipda edward daniel m masih kanit reskrim polsek kedungwaringin bersama pkm karangsambung dan aparat desa… ,Netral
1, dosis vaksin sinovac tiba di sumut personil brimob beri pengawalan ,Positif
1, siapa belum vaksin ke dengan jenis vaksin sinovac,Positif
0, min mohon informasi untuk vaksin dosis sinovac untuk area sidoarjo dong,Netral
0, bolehh tapi kalauragu dipending aja gapapa sepeinya pas w vaksin sinovac peama petugasnya ngasi tau… ,Netral
0,unit binmas di pimpin panit binnas aiptu parjiati dan babhinkamtibmas gayamharjo prambanan sleman melaksanakan pe… ,Netral
1,ayo baca daftar negara yang izinkan wisatawan dengan vaksin sinovac indonesia termasuk tidak ya ,Positif
-1,vaksin covid oktober di kampus untag sinovac dosis oktober di gedung pkk pfizer dosis syarat jad… ,Negatif
5, tidak apa-apa kok aku minggu kemarin vaksin k dan pas lagi reddays vaksin sinovacefeknya ya tetap ngantuk sama laper aja,Positif
2,untuk mendapatkan vaksinasi dosis peama dengan jenis vaksin sinovac “ tutur kapolres dalam keterangannya melalui… ,Positif
1,tetiba nanti announce offline conce pastuuu intl penggemar boleh join kecuali yang vaksin sinovac je tak boleh join k… ,Positif
0, kok lu bisa vaksin pfizer kan sinovac doang eh kamu under kan,Netral
-1, saya punya alergi berat hipeensi dan kolesterol tinggi alhamdulillah vaksin sinovac sudah lengkap baik saja sampai skr…,Negatif
3, vaksin ini vaksin sinovac ya vaksin kemarin vaksin jenis apa boleh naikin lengan bajunya jadi ,Positif
-1, kejadian nyata sepupu mau nikah di jerman karena dapat orang jerman ditolak kan vaksin sinovac tapi karena kelurahan… ,Negatif
0,vaksin peama dosisnya jenis sinovac ya ,Netral
-1, nama salah satu vaksin kek sinovac astrazeneca gitu,Negatif
1,informasi vaksin gratis kota palangkaraya kalimantan tengah selasa oktober sinovac ,Positif
0,min yang butuh vaksin dosis astrazeneca sinovac sekarang langsung ke sama sampai jam ,Netral
2,beempat di panti sosial asuhan anak psaa putra utama sejumlah warga binaan panti sosial bina remaja psbr terminal… ,Positif
0, informasi vaksin sinovac fase kedua untuk area pasuruan kota dong,Netral
-3, aku punya asma udah vaksin sinovac kali badan cuma nyeri sama demam sedikit,Negatif
1,kapolsek jatibarang bersama dengan forkopimcam monitoring pelaksanaan vaksinasi dosis i di mts assysyafiiyah ke… ,Positif
2,vaksin kamu sinovac astrazeneca moderna atau pfizer posko vaksinasi psi jakaa menyediakan keempat jenis vaksin tersebu… ,Positif
-1, bisa vaksin dosis dua astrazeneca dan sinovac di sampai jam hari ini saja,Negatif
-1,bisa vaksin dosis dua astrazeneca dan sinovac di sampai jam hari ini saja,Negatif
-1,saya punya alergi berat hipeensi dan kolesterol tinggi alhamdulillah vaksin sinovac sudah lengkap baik saja sam… ,Negatif
1,siapa belum vaksin ke dengan jenis vaksin sinovac,Positif
-2, iya full sudah mengikuti anjuran pemerintah sinovac kak nami respon di tubuh ku hanya nyeri di se… ,Negatif
0,heh informasi vaksin sinovac dosis ning kabupatenkota madiun dong slur,Netral
1,semua staf perlu memastikan melepasi hari ke dari tarikh suntikan dosis kedua vaksin pfizer astrazaneca atau sino… ,Positif
1,vaksin ke harus moderna tidak ada pilihan sinovac pfizer atau astrazeneca kenapa untuk booster vaksin covid hanya a… ,Positif
-1,informasi vaksin di malang ooo ini kak astrazeneca ini sinovac ini dosis informasi vaksin di rumah sendiri clueless,Negatif
-1,teruntuk bapak tni yang nyuntikin aku vaksin ke dua sinovac tadi pagi set cuma mo bilang ke bapaknya kamu made my… ,Negatif
0, vaksin nya sinovac ya kalaudi aku sih gitu nder,Netral
1,mau vaksin kedua kapan ya seharusnya jadwalnya senin minggu kemarin tapi di kecamatan ku belum ada mau ke rsud… ,Positif
1, sayang yang rumahnya di bekasi cipayung cibubur ayo vaksin sinovac dan astrazeneca di universitas dian nusantara,Positif
1,sayang yang rumahnya di bekasi cipayung cibubur ayo vaksin sinovac dan astrazeneca di universitas dian nusantara,Positif
1, ya kan benar aku juga rasa gitu soalny kamu vaksin apa sinovac kah,Positif
0,vaksin selamat untuk remaja tahun ibu bapa tak perlu risau dan perlu yakinkan anakanak tentang k… ,Netral
0,patroli personil polsek jabiren raya cek keamanan vaksin sinovac ,Netral
0,takpe ke vaksin sinovac campur pfizer ,Netral
-1, seperti biasakerja panas lagiaku sinovac wkwkwkallhamdulillah sinovac tidak ada efek samping buat tu… ,Negatif
1,hingga saat ini belum ada vaksin covid yang tersedia di indonesia untuk anak di bawah tahun jubir vaksinasi covi… ,Positif
2, cowokku punya asma udah kali vaksin sinovac dia tidak ngefek apaapa kecuali ngantuk dan laper,Positif
1, ngomong-ngomong dipikir pikir syukur juga ya indonesia vaksin utamanya dosis terbanyaknya itu sinovac melihat cerita temen yang suntik ast…,Positif
-2,kok dipaksa begitu sinovac efikasinya emang rendah masa negara lain tak boleh lindungi rakyatnya sendiri aneh… ,Negatif
2,ayo vaksin informasi vaksin banjarmasin jadwal oktober dosis sinovac ktp umum berikut informasi … ,Positif
2,bagi yang belum vaksinasi silahkan rsud kanjuruhan kabupaten malang ada program vaksinasi covid dengan jenis vaksin sin… ,Positif
1, selamat pagi pakbu ingin beanya apakah polsek mergangsannkecamatan mergangsann mengadakan vaksinasi… ,Positif
3,akhirnya vaksin juga awalnya kepengen vaksin astrazeneca tapi adanya sinovac tidak apaapa yang penting vaksin segera,Positif
-1,charm vaksin sinovac rmupah lebar ring cuma lebar cuma berat tidak tidak tidak tidak tidak tidak tidak… ,Negatif
1, vaksin sinovac karena banyak kali tu makanya ngantri rame banget,Positif
0,antri vaksin di dom aku antrinya lebih dibanding dufan plsss kenapaaa si susah banget vaksin sinovac di dom aku ,Netral
0,informasi vaksinasi covid di bandung sepanjang oktober vaksin sinovac dosis dan ,Netral
-1,cek fakta beredar kabar indonesia ditipu karena china tak pakai vaksin sinovac lagi simak faktanya ,Negatif
0, cara kerja vaksin sinovac ,Netral
1,addition ditmpt aku tdi ada vaksin moderna dan sinovac aku baru tau kalau yang vaksin moderna dikasi paracetamol tpi ya… ,Positif
-1,sinovac vs moderna ,Negatif
1,jenis vaksin vaksin sinovac astrazeneca pfizer dan moderna nb i cant mentioned all of types but this is terminal… ,Positif
1,atau mendaftar melalui link berikut ini setelah melakukan pendaftaran dapat… ,Positif
2,kami buka kesempatan untuk vaksin dosis sinovac khusus bagi warga dengan ktp sukoharjo yang sudah vaksin atau… ,Positif
1, vaksin jenis apa dalam graph ini betul ke sibu case spike sebab vaksin jenis sinovac didn… ,Positif
0,vaksin sinovac boleh buat umur tahun kah ada yang tau,Netral
0, oalah kalah dengan orang desa kayak saya ini ya alhamdulillah sudah kali vaksin sinovac tidak ada efeknya kok biasa² aja,Netral
-1, haha iyaa its okey tapi kayaknya kurang lebih sama lah seperti sinovac teknisnya ya kak baiklahh huhu… ,Negatif
-1,butuh tolong kat mana area pj yang available untuk vaksin sinovac aritu trpaksa cancel nd dose sbb ve covid tapi… ,Negatif
-1, kalau aku kemarin langsung datang ke rumah sakit yang melayani vaksin kak tapi emang datangnya lebih pagi biar d… ,Negatif
1, ahh boleh ya terus itu mesti daftar dulu di pedulilindungi atau langsung dateng aja ke tempat vaksin s… ,Positif
-2,halo sahabat rumah sakit baptis batu berikut adalah jadwal baru pesea vaksin c moderna sinovac yang ditunda pelayan… ,Negatif
-1,rasah kakean cangkem aku asline ki ultramen tapi bar vaksin sinovac kekuatanku ilang ,Negatif
0,informasi pendaftaran vaksinasi covid di poliklinik vaksin rsud kelet melayani vaksinasi covid sinovac dan a… ,Netral
0, ikut ayo massal oktober jenis vaksin sinovac …,Netral
1,telah dibuka pendaftaran vaksinasi di galeri keas studio hanafi periode oktober menggunakan jenis vaks… ,Positif
0,informasi link pendaftaran dan jadwal vaksin dosis dan jenis pfizer dan sinovac di bogor pada dan oktober ,Netral
0,informasi vaksin dosis sinovac area klaten jogj ada tidak sie,Netral
-1,sleman komando distrik militer sleman bekerjasama dengan aparat terkait dan stakeholder kembali melaksanak… ,Negatif
1,hari ini yang dibalerame dibatalin vaksinasi hanya di stadion si jalak harupat menggunakan vaksin sinovac,Positif
-2, gapapa kok aku dulu sampai hampir dua bulan baru vaksin kedua sinovac,Negatif
0,jadwal daftar pesea vaksin sinovac di polres magelang hari ini ,Netral
0,say mau vaksin kedua sinovac tapi udah hari itu gppa,Netral
2, ini jumlah dosis yang sudah diadministrasikan di amerika dan inggris bayang berapa untungnya farmasi untuk vaksin berba…,Positif
-1, aku vaksin sinovac cuma jadi ngantuk aja engga pegal atau demam,Negatif
0, aku vaksin sinovac efeknya cuma pegal aja sih,Netral
0, aslinya dari p…,Netral
1, vaksin sinovac selamat untuk kanakkanak ,Positif
1,vaksin sinovac selamat untuk kanakkanak ,Positif
5, sinovac kalau kamu lum vaksin lebih cepat lebih baik nder ikut ajaa vaksin apa ajaa yang penting vaksin ,Positif
-2, aku pakai sinovac kalau sinovac nnti ada booster lagi nder karena kali suntik efektinya cuma sdgkan pfiz… ,Negatif
4,apresiasi antusiasme masyarakat akan vaksin presiden joko widodo tinjau pelaksanaan vaksin massal di sorong… ,Positif
-1,dosis penuh jenis vaksin semoga akur ya sinovac sama pfizer di dalem sana jangan ikutan perang politik,Negatif
1, brand test kit tak sama contoh test kit a boleh detect spike protein test kit b bole… ,Positif
0,anggota koramil kaligesing kodim purworejo serma wahyudi melaksanakan monitorng pemberian vaksin sinovac di… ,Netral
1, kalausinovac jaraknya satu bulan nder itu aku vaksin tanggal bulan september terus di suratnya ditul… ,Positif
0, dapetnya vaksin apa kalau sinovac itu hari kalau astrazeneca bulan,Netral
0, kalaukamu vaksinnya sinovac jaraknya bulan atau lebih untuk vaksin astrazeneca bulan boleh kok lebih ada… ,Netral
1, coba kamu cek jenis vaksinnya siapa tau beda dan dapatnya yang durasinya lebih cepat soalnya… ,Positif
-1, emang boleh vaksin ulang kalausetauku sinovac bulanan kalauastrazeneca itu bulan,Negatif
1, tidak boleh nder ngulang lagi dari vaksin kalauvaksinnya sinovac katanya jrk bulan sudah boleh vaksin k… ,Positif
-1, setau aku kalausinovac emang ringan gejala nya kalauastrazeneca agak keras temen temen aku di kampus … ,Negatif
0, min yang arab saudi visa turis bisa tapi tidak untuk wni indonesia masih kena travel ban dari arab saudi… ,Netral
-3, bukan hari tu sudah mentioned ke yang ramai mati sbb vaksin sinovac sekarang tk ada kematian lak brap… ,Negatif
-1, nanya dong katanya kalau udah dosis sinovac bakalan disuruh lagi vaksin dosis yang moderna bingung banget,Negatif
0, ini vaksin sinovac di muhi coba dicek barangkali masih ada kuota tutup pendaftaran tanggal ,Netral
-3,gua ikut vaksin kedua di sekolah aja ya lagian sinovac efek samping nya tidak terlalu sakit,Negatif
1, memang ini pearuhan jenius yang tim diplomasi kita secara longterm ternyata jauh lebih baik daripada m…,Positif
-5, sinovac gua mah di tempat gua pada sinovac kalauastrazeneca z pada tidak mau kurang mantep sih katanya tap… ,Negatif
-1, aku menyesal pas ditawarin ibunya dari pkm mau sekalian boster po mbak tidak papa nek mau kamu in… ,Negatif
0, efeknya yang dirasain setelah vaksin apa klau moderna aku sinovac sih,Netral
-1,“vaksin tidak kurang enggak ada masalah” tanya presiden “stok vaksin kami cukup bapak stok saat ini tersisa … ,Negatif
0,vaksin sinovac juli berai nanti sekitar akhir oktober mungkin kudu nyari informasi vaksin yang ketiga,Netral
3, indonesia menegaskan semua vaksin yang telah mendapatkan emergency use listing yang diterbitkan oleh who harus diperlakuk…,Positif
-1, lah iyayak di indonesia tu sampai sekarang masi kebnayakan sinovac kedua astrazeneca moderna sama pfizer jarang gitu… ,Negatif
0, anak saya sudah vaksin lengkap sinovac sekarang dia perlu vaksin pfizer atau moderna untuk memenuhi syarat s… ,Netral
-2, sinovac mulai tidak laku nih romannya makanya sang juragan nakutin dunia dengan pakai isu mutasi varian baru huahahaha ah terminal…,Negatif
-1, sinovac beb aku setelah d vaksin tidak nefek apa jangan aku mati rasa ,Negatif
2, memang sinovac ini ngefek banget buat yang gamau vaksin karena tuntutan vaksin buat mobilitas mau tidak mau vaksin dan…,Positif
-1,informasi jadwal vaksin covid sinovac dosis dan di garut terbuka untuk umum ,Negatif
0, besok yang mau vaksin ktp kabupaten bandung ke stadion si jalak harupat aja ya gaiss dosis pakai sinovac,Netral
-2, ya wes lah tidak usah vaksin mau pakai pfizer kok mrna juga ngeri sinovac tidak boleh buat alergi terminal… ,Negatif
1, padahal salah satu faktor penting vaksin tuh distribusinya yang cepat sepei halnya sinovac bukan adu apa… ,Positif
1,takut disuntik inovasi vaksin mirip plester ini bisa jadi solusi … ,Positif
0, buat yang mau vaksin sinovac bisa datang ke koramil tangerang bawa copy ktp dari pagisiang,Netral
0,vaksinasi merdeka serentak pesantren dan rumah ibadah dilaksanakan pada hari selasa tanggal oktober ber… ,Netral
0,bisanya vaksin peama sinovac keduanya astrazeneca,Netral
-2, bisa asal jenis vaksinnya sama kalauvaksin peama sinovac yang kdua juga harus sinovac,Negatif
-1, sinovac katanyaa nih akhirnya sih meg berkat se kemenkes kalautidak perlu nunggu bulan akhirnya setel… ,Negatif
0,buat kalian yang belum vaksin dan bingung mau vaksin apa saran aku mending sinovac aja soalnya tadi aku denger o… ,Netral
0,besok yang mau vaksin ktp kabupaten bandung ke stadion si jalak harupat aja ya gaiss dosis pakai sinovac,Netral
0, serius pakai astramoderna efeknya kaya gitu aku tadinya pengennya vaksin itu tapi dapetnya sinovac dan tidak ada efek samping apapun,Netral
1,bhabinkamtibmas kalurahan ngawu bripka prima di dampingi kanit provost aiptu parjiman pemantauan vaksinasi di upt… ,Positif
1, yakin ckp kali ,Positif
-2, kalaudi tempatku di sini emang cuma sedikit kebanyakan sinovac moderna baru satu kali diadain massal… ,Negatif
-1, iya ih wow susah tadi aja tetangga aku vaksin dapatnya sinovac juga,Negatif
0, ini umi mo prgi tapi tidak bisa kalau vaksin sinovac pihak sana ganerima moderna baru bisa katanya,Netral
-2, aku vaksin sinovac baru menit pas nunggu kau eh pingsan malu banget bangun bangun di kerubungin orang,Negatif
-1, serius padahal sinovac yang punya efek paling ringan pkm cobak atau biasanya ada yang ngadain vak… ,Negatif
0, min mau tanyaaa aku vaksin astrazeneca kenapa seifikatnya sinovac sudah ,Netral
1,layanan vaksinasi dosis sinovac sudah hari sejak vaksin peama berlaku untuk masyarakat umum ktp seluruh… ,Positif
1,sumpah ini vaksin moderna dapetnya dimana siiiiih yang tau jwb boleh tolong ini aku tidak bisa kalau vaksin sinovac gitu harus m… ,Positif
1,personil polsek sanden dipimpin kanit provos iptu suharyanto melaksanakan pengamanan dan monitoring vaksinasi covid… ,Positif
1, hari pahit manis di ppv integrasi idcc shah alam berakhir oktober dengan pemberian vaksinasi samada vaksin astrazeneca sinov…,Positif
3,indonesia menegaskan semua vaksin yang telah mendapatkan emergency use listing yang diterbitkan oleh who harus dipe… ,Positif
-1, juta kali sinovac rupiah paling murah tuh sinovac juta warga harus bayar vaksin boos…,Negatif
-2, ohh sinovac aku tanya temen yang sinovac juga cuma gitu doang tidak sampai demam gitu kemungkinan vaksin ke… ,Negatif
0, bep dapat vaksin apa moderna apa sinovac,Netral
0,masyarakat desa dawuhan serbu vaksin sinovac ,Netral
1,geger vaksin srimulyo jilid ii kapanewon piyungan berlangsung pada hari senin oktober berlangsung di gor p… ,Positif
0, vaksinasi covid dosis kedua kembali dilaksanakan bagi keluarga pegawai di lingkungan sekretariat… ,Netral
0, olohh hahahhaah bangsa astrazeneca ke pfizer ke sinovac ke hurm kan skrng bila vaksin sudah ada bangsa sendiri ,Netral
1,teman² mohon informasi ibuku butuh vaksin kedua untuk tanggal atau oktober vaksin peamanya sinovac perintah do… ,Positif
0,ketua pengarah kesihatan tan sri dari noor hisham abdullah hari ini mengumumkan bahawa pihak berkuasa ubatubatan dc… ,Netral
0, b aja sih urang mah soalna urang tadi beurang vaksin sinovac kadua,Netral
2, sehingga kini sudah juta dosis vaksin sudah diberikan kepada remaja dalam lingkungan usia berkenaan di china pharmaniaga…,Positif
1,gerai vaksin sinovac bagi warga masyarakat di sekitar kelurahan ciketing udik kecamatan bantargebang kota bekasi ,Positif
