"","klasifikasi","x"
"1146","Netral","kkm lulus vaksin sinovac remaja via"
"141","Negatif","komando distrik militer sleman bekerjasama aparat kait stakeholder laksana serbu"
"793","Netral","situbondo gencar serbu vaksinasi covid dosis jenis vaksin sinovac astrazeneca kegiata"
"132","Netral","vaksin sinovac senjata utama republik indonesia penangana pandemi karantina republik indonesia in"
"42","Negatif","st panel pn kaji teknologi sptotnya pakai virus btol mrna comes from dna copy of vir"
"1315","Negatif","efek moderna kalausinovac vaksin moderna syarat pergi neger sinovac"
"754","Positif","cerita igsnya vaksin sinovac tidak diakuin france anggap belum vaksin tr"
"133","Positif","total vaksin indonesia baik bentuk bulk bahan baku bentuk"
"294","Positif","sinovacklu om pakai vaksin apasaya vaksin debat bossujungnya tidak vaksin pecat"
"750","Netral","oxford astrazeneca pfizer biontech moderna janssen kayak sinovac mesti udah vaksin boos"
"264","Positif","vaksin pfizer asa banget gel banding vaksin sinovac"
"177","Netral","vaksin sinovac wow"
"595","Negatif","asik q gaib ngelurusin bukan neger nya but dipeanyakan"
"944","Netral","vaksin sinovac lengenku kemeng mendae kenek astrazeneca"
"727","Positif","pakai vaksin sinovac tidak aku fully vaccinated"
"320","Netral","habis vaksin sinovac gebuk gelora"
"1463","Negatif","hallo sobat polri polres lampung buka gerai vaksin presisi tahap i i sinovac"
"115","Positif","goh bak na tinggal taman sin far bawa pusat beri vaksin ppv hospital pakar komu"
"453","Netral","say vaksin sinovac udah gppa"
"396","Positif","vaksin sinovac astrazeneca moderna pfizer posko vaksinasi psi jakaa sedia empat jenis vaksin sebu"
"1379","Positif","horas medan urus daerah ikat alumni itb sumatera utara sentra vaksin bumn gelar laksana vak"
"882","Netral","aneh sinovac aman anak sekolah vaksin sinovac ngomong ngomong minum obat tidak"
"1259","Negatif","guna vaksin sinovac golong remaja umur benar"
"159","Positif","warga geyer vaksin dosis babinsa koramil gundih serda kenang kades angkat desa geyer monitorin"
"1161","Positif","australia izin vaksin sinovac covishield syarat masuk a jalan internasional"
"495","Netral","vaksin sinovac koramil tangerang bawa copy ktp pagisiang"
"109","Positif","benar temenmu kalausudah vaksin pakai sinovac tidak move vaksin"
"519","Netral","masyarakat desa dawuhan serbu vaksin sinovac"
"539","Netral","kalausinovac vaksin booster"
"753","Positif","udah vaksin dosis efek samping gimana sinovac yh"
"1394","Negatif","efek vaksin sinovac tidak enak badan ku sakit pegal mual"
"393","Netral","informasi vaksin sinovac fase area pasuruan kota"
"648","Netral","sinovac tidak efek vaksin moderna tidak"
"45","Negatif","rasah kakean cangkem asline ki ultramen bar vaksin sinovac kuat ku ilang kabeh"
"902","Netral","sinovac vaksin pupuk bawang alias santuy"
"112","Netral","jenis vaksin sinovac astrazeneca moderna"
"1051","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin pulih bangsa"
"940","Positif","wakil walikota banjarmasin h arifin noor tinjau program vaksinasi covid neger bjm vaksinasi h"
"222","Positif","warga kabupaten bandung ayo vaksin ikut vaksinasi massal selenggara pemerintah kabupaten bandung l"
"266","Positif","strategi tahap vaksin tanah air pakai sinovac kaya sinovac minim efek samping"
"158","Positif","puri nder vaksin jenis vaksin pfizer sinovac moderna"
"1299","Positif","tapi booster merk vaksin pakai kali"
"774","Positif","hallo warga taman sari sehat jadwal vaksin sinovac kantor rw mabes lapang ums"
"950","Netral","asli pabrik vaksin kadaluarsa ijin darurat bpom data stabilitas"
"730","Positif","negara izin vaksin indonesia filipina vaksin sinovac sinopha"
"386","Positif","vaksin vaksin sinovac vaksin vaksin jenis naikin lengan baju"
"300","Negatif","nek iseh vaksin sinovac rasah sok kerass"
"340","Netral","vaksinasi massal covid ajar smp s a masyarakat porseapelaksanakan suntik vaksin"
"92","Positif","informasi vaksin bekas pos polsek medan satria nas sehat lurus smp vaksin sinov"
"412","Netral","vaksin selamat remaja bapa risau yakin anakanak k"
"99","Positif","goh bak na bawa pusat beri vaksin ppv hospital pakar komuniti ipoh pcsh teman ahli keluarg"
"845","Netral","buka jangka"
"1193","Positif","walah sby kota moga dapet deh yak pas vaksin pakai pfizer"
"783","Negatif","daftar vaksin sinovac klinik polresta bandung silah klik link bawah"
"994","Positif","semangat banget kak iya yapantes hindarin sinovac negri"
"1021","Negatif","nitip kalauada informasi vaksin dosis sinovac kitar sukamulya tidak domisi"
"1232","Netral","vaksin keluar sinovac lulus remaja"
"900","Netral","raja china bersetuju derma tambah juta dosis tambah ribu su"
"1018","Negatif","kipi vaksin pfizer tidak kalah moderna gila apaa sinovac kayanyaa air tubuh w saking gabereaksinya"
"1159","Positif","informasi vaksin banjarmasin informasi puskesmas kapur raya banjarmasin besok vaksin sinovac bi"
"383","Positif","tetiba announce offline conce pastuuu intl gemar join kecuali vaksin sinovac je join k"
"728","Negatif","udahhsyukur nyaa tidak efek tang bekas vaksin rada nyeri ngomong ngomong p"
"771","Netral","tu harap hak bg sinovac klau vaksin pilih"
"1147","Netral","kkm lulus syarat guna vaksin coronavac keluar sinovac remaja"
"484","Positif","indonesia vaksin emergency use listing terbit who diperlakuk"
"503","Positif","bhabinkamtibmas kalurahan ngawu bripka prima damping kanit provost aiptu parjiman pemantauan vaksinasi upt"
"1303","Positif","akibat amuk wargaterjadi rusak posko gerai vaksin vial vaksin dosis vial va"
"515","Positif","indonesia vaksin emergency use listing terbit who pe"
"752","Negatif","bahhh berai vaksin sinovac berlaku takut pas tolak edar kabar vaksin sinovac tidak"
"1093","Netral","vaksin sinovac"
"312","Positif","kes patient st dosis sinovac nk tukar vaksin sbb post vaksin kena salmonella tgk kes xperlu terminal"
"58","Positif","orangorang kalauvaksin sinovac efek ngantuk makan mulu lohhh tidak bedain efek vaksin a"
"705","Positif","republik indonesia booster nakesdan tidak vaksin modernakebanyakkan sinovac keleees"
"342","Netral","efektif sinovac guru guru jakaa va"
"1353","Netral","berat yah minum air putih anyta dengar vaksin sinovac terminal"
"91","Positif","laksana vaksinasi keliling tahap tahap keltanjung marulak hilir kecrambutan vaksin sinovac ut"
"122","Netral","warga singapura ramairamai pilih sinovac sinopharm vaksin booster"
"44","Netral","asline kuat boboboiy bar suntik vaksin sinovac winggi kuat dadi ilang kabeh"
"313","Negatif","asem nek ono informasi vaksin sinovac dosis tidak ribet kabar yak"
"646","Netral","indonesia terima datang vaksin covid juta dosis vaksin sinovac"
"822","Negatif","kesan vaksin sinovac pfizer tanding lawan covid"
"481","Netral","efek dirasain vaksin klau moderna sinovac sih"
"1035","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin pulih indonesia"
"725","Netral","vaksin sinovac dosis gedung tppkk syarat jadwal cp cek foto"
"81","Positif","stok vaksin stok sisa dosis vaksin sinovac sinopharm"
"146","Negatif","hahaha salah judul mah pemerintah sediain sinovac tidak pakai sinovac h"
"748","Positif","hmmm pikir en vaksin lagikarena dapet vaksin sinovac"
"328","Positif","indonesia terima juta dosis vaksin dukung r sinovac"
"1114","Negatif","problem immigration policynya saudi kang utama jab sinovac h"
"1030","Positif","gelombang tiga profit taking vaksin bayar tidak gratis sinovac rb murah ban"
"1442","Positif","hallo kuys belum vaksin lho vaksin rumah sakit uns dosis"
"250","Netral","vaksin sinovac"
"234","Positif","vaksin sinovac vaksin pas vaksin massal bagi kaga milih"
"296","Negatif","via vaksin covid kampus untag sinovac dosis gedung pkk pfizer dosis"
"1149","Positif","kuasa kawal dadah pbkd tuju kelulus syarat guna vaksin coronavac keluar sinovac l"
"1337","Netral","hubung banyak seifikat orang indonesia cantum merk dagang vaksin sinovac coronava"
"1182","Netral","copid tidak jrx vaksin sinovac"
"1348","Negatif","pfizer doang dipake indonesia sinovac astrazeneca beahannya"
"567","Netral","vaksin pakai sinovac chei"
"182","Positif","informasi jadwal vaksin baru dosis sinovac kuota terminal bandara juanda gratis beras kg cek d"
"553","Negatif","informasi jadwal vaksin covid pfizer sinovac dosis kota bogor puri begawan"
"61","Negatif","eh serius mikirin biaya sgmalaythai the most impoant thing mikir vaksinnnnn"
"572","Positif","vaksin vaksin sinovac alhamdulillah ngantuk laper kipinya"
"510","Netral","tanyaaa vaksin astrazeneca seifikatnya sinovac"
"65","Netral","jog jadwal vaksin sinovac siloam"
"770","Negatif","juta kali sinovac rupiah murah sinovac juta warga bayar vaks"
"649","Positif","abis vaksin sinovac minum kopi neng banget asa hepi banget en tawa mu"
"433","Positif","daftar link daftar"
"837","Positif","ayo daftar jadwal vaksin gratis cikarang dosis sinovac sgc a informasi"
"1344","Negatif","china sumbang juta dosis vaksin covid coronavac sinovac tambah malaysia dasar persaha"
"362","Netral","iya syarat masuk perancis deh kayak vaksin sinovac tidak berlaku pe"
"1318","Netral","koramil tng mngdkan vaksinasi dosis jenis sinovac hlm lurah cimone jaya rangka"
"66","Netral","informasi vaksin sinovac bandung teman lokasi isbi bdg langsung link"
"613","Netral","pfizer cominay sinovac coronavac ikut media kanada tidak nama vaksin pf"
"799","Positif","pemerintah stok vaksin covid produsen vaksin beli pemerintah terminal"
"245","Positif","selamat admin mohon informasi lapor kipi vaksin sinovac kontak teera"
"206","Netral","aussie vaksin kak bukan tinggal indonesia syarat"
"601","Netral","keluarga beda merk vaksin sinovac adek pfizer astrazeneca kakak modern"
"1045","Positif","vaksin benar benar tidak ngaruh pakai vaksin sinovac"
"1397","Positif","serbu vaksinasi kodim pati wilayah koramil juwana capai vaksin jenis sinovac b"
"198","Netral","sambut hut tni kodam vbrawijaya adakan upacara viual bagi vaksin sinovac masyar"
"1164","Positif","baik vaksin lengkap negara arab saudi terima vaksin sinovac"
"380","Negatif","vaksin covid kampus untag sinovac dosis gedung pkk pfizer dosis syarat jad"
"1010","Netral","kak asma udah vaksin sebenernya bandel jangan tiru hehe"
"1110","Negatif","abah kali ve no simptom from day till day ayep ama je sakit badan xlarat dem"
"959","Negatif","rasah kakean cangkem asline ki ultramen bar vaksin sinovac kuat ku ilang"
"153","Negatif","masuk category no vaccine pergh sedih marah"
"17","Negatif","vaksin sinovac balas tolong tangerang"
"190","Positif","kalauudah vaksin sinovac vaksin moderna pfizer tidak"
"1251","Positif","kmpanye hrus vaksin unjung pngadaan untung lgsitu tim riset marketingnya sinovac"
"1138","Netral","ayo besok vaksin du jenis vaksin sinovac pfizer informasi lengkap kontak yodi cc"
"1046","Netral","efikasi vaksin sinovac indonesia turun persen persen vaksin booster jenis vaksin covi"
"979","Negatif","btull bapack ku takut sakit paruparu vaksin sinovac"
"1240","Netral","informasi vaksin sinovac pfizer bogor puskesmas sukajaya masyarakat"
"1261","Positif","kini bersetuju kelulus syarat guna vaksin keluar sinovac lif"
"1152","Positif","informasi vaksin banjarmasin informasi puskesmas kapur raya banjarmasin besok vaksin sinovac l"
"1283","Negatif","rumah sakit akademik ugm buka tenda vaksin gedung utara kuota vaksin sinovac dosis"
"1452","Netral","republik rakyat china rrc sumbang juta dosis vaksin sinovac tambah malaysia menteri"
"276","Positif","buka daftar vaksinasi galeri as studio hanafi periode jenis vaksin sinovac"
"624","Netral","mjb iya rencana jepang lanjur vaksin sinovac bing"
"689","Netral","kader pks vaksin camat koto ta­ngah sedia dosis vaksin sinovac moderna"
"1255","Negatif","guna vaksin sinovac golong remaja umur benar"
"1306","Negatif","suami tmn vaksin sinovac lengkap kena covid tinggal"
"795","Positif","solidaritas vaksin psi kota depok vaksin sinovac dosis syarat warga indonesia bawa foto"
"865","Negatif","mbak demam lemes nyuruh nyuruh aku capek gilir vaksin dapet sinovac alhamduli"
"449","Negatif","sleman komando distrik militer sleman bekerjasama aparat kait stakeholder melaksanak"
"1372","Netral","ajar ajibata parsoburan dapat vaksin sinovac dosis i"
"226","Positif","gapaapaaa sinovac santai badan fit pas vaksin tidak flu gaenak bad"
"696","Netral","its vaksin sinovac nder"
"548","Negatif","kayak teori indonesia pakai sinovac biar vaksin ind"
"1139","Netral","vaksin sinovac lulus remaja usia via"
"341","Netral","efektif sinovac guru guru jakaa har"
"486","Netral","anak vaksin lengkap sinovac vaksin pfizer moderna penuh syarat s"
"564","Netral","villagers in aceh indonesia refuse the vaccine and destroy the vaccination centre warga aceh ngamuk vaksinat"
"472","Negatif","tau kalausinovac emang ringan gejala nya kalauastrazeneca keras temen temen kampus"
"1424","Positif","ayo ayo belum vaksin vaksin pfizer dosis sinovac dosis tol jagorawi rest area"
"303","Positif","vaksin sinovac vaksin pas vaksin massal bagi kaga bi"
"1421","Positif","yampun abis vaksin lgsg rebah hari makan dahal sinovac dahal tidak efek sugesti"
"498","Negatif","jenis vaksin kalauvaksin ama sinovac kdua sinovac"
"579","Negatif","cek peduli lindung pke vaksin sinovac a"
"596","Netral","putus australia aku vaksin sinovac angin segar wisatawan internasional asal"
"802","Netral","i complete dose vaksin sinovac then on ve that time my condition ge"
"1037","Positif","vaksin kali kena c word gejala ringan untung pas pakai vaksin sinovac gampang l"
"1263","Negatif","temen ku vaksin nya beda loh bukan sinovac malas jelasin nya ah"
"847","Positif","hayo takut vaksin maju mundur cantik baca deh curhatan efek vaksi"
"670","Negatif","tteh pakai vaksin astrazeneca tidak gejala kek pegal tang abis suntik sam"
"938","Netral","babinsa koramil kms serda baiwa bakri laksana giat damping pengaw"
"909","Negatif","rasah kakean cangkem asline ki ultraman bar vaksin sinovac dadi kuat ilang"
"892","Netral","raja china bersetuju derma tambah juta dosis tambah ribu sudah"
"208","Netral","jog vaksin ama nama sinovac bukan mana"
"363","Positif","babinsa koramil margorejo u masgito bripka yusup catur gunawan laksana damping vaksinasi jenis"
"1163","Positif","attention korang yassss its resmi vaksin sinovac kat remaja umur"
"1484","Netral","en"
"286","Positif","vaksin bluetooth suppo tidak vaksin afiliasi bluetooth astrazeneca pfizer moderna kecuali"
"367","Netral","vaksin astrazeneca engah engah sept ou adekku sinovac"
"1289","Positif","panjang kanggo kancakanca brebes l sekitare vaksinasi usia kuo"
"860","Netral","eh cu udah vaksin kah k mana oh sinovac kah iya selesai"
"525","Netral","b sih urang mah soalna urang beurang vaksin sinovac kadua"
"243","Positif","dok pasang ring udah stabil tensi udah vaksin c"
"816","Netral","tutup wkwk coba samping lombok abang cimuning tidak lombok abang pato"
"1343","Netral","vaksin dosis ama sinovac biofarma seifikat diprint"
"594","Netral","aikel kubaca sinovac kondisi emergency b"
"982","Negatif","rasang kakean cangkemasline ki ultramentapi bar vaksin sinovac kuat ku ilang"
"257","Positif","teman mohon informasi ibu butuh vaksin vaksin ama sinovac perintah dokter"
"762","Positif","barubaru malaysia ungkap hasil teliti efektivitas vaksin sinovac pfizer astrazeneca"
"325","Positif","lu beda jenis vaksin bikin ribet bgini vaksin woey udah abis"
"702","Netral","informasi vaksin dosis sinovac rek bangsalsari terimakasiii jbrfess"
"110","Positif","nder oot adek vaksin sinovac covid udah vaksin k"
"886","Netral","nyata akhbar menteri kesihatan kuasa kawal dadah bermesyuarat m"
"36","Negatif","vaksin dosis jenis sinovac hadir untuk mahasiswa umy alumni umy ajar masyarakat kik"
"354","Positif","informasi vaksinasi setiajaya toyota cimanggis depok periode jenis vaksin"
"1392","Netral","beda vaksin sinovac astrazeneca"
"225","Positif","halo vaksin sinovac dosis udah tidak terima kasih"
"1380","Negatif","mjb kalausinovac enteng sih tang pegal vaksin astraz"
"1160","Netral","ko seremm vaksin sinovac"
"371","Negatif","vaksin covid kampus untag sinovac dosis gedung pkk pfizer dosis syarat jadwal l"
"397","Negatif","vaksin dosis astrazeneca sinovac"
"306","Positif","salah multiple allergies proceed nak vaksin pilih doktor na"
"1368","Netral","visa on arrival tidak nerima pakai vaksin sinovac fuck"
"1247","Negatif","guna vaksin sinovac golong remaja umur benar"
"1192","Negatif","imunisasi covid guna vaksin coronavac keluar sinovac life sciences co ltd china pharmaniaga life"
"352","Positif","kalaudari sedia biofarma produksi udah beli biang vaksin coldchain tidak"
"744","Positif","vaksin bagus gaboleh milih dose sinovac dose"
"1465","Netral","h temen temen na vaksin jakaa barat sinovac tidak mana tlg reply thanks"
"97","Netral","sd selesai beempat namang laksana p"
"1365","Netral","informasi vaksin dosis jenis sinovac daerah tegal"
"1079","Positif","akuu asma ambil sinovac jujur vaksin ama vaksin dada kaya b"
"268","Netral","w dapetnya sinovac vaksin banget emang salah muluu heran"
"478","Positif","pearuhan jenius tim diplomasi longterm baik m"
"946","Positif","alhamdulillah vaksin selesai dosis sinovac dosis bener war sold antu"
"1133","Netral","anak laki th ponpes ekselencia parung cuman nyata positif antigen"
"547","Positif","juta dosis vaksin remaja lingkung usia china p"
"242","Negatif","tolak pemaksaan vaksin mba kritik keras vaksin sinovac tidak"
"410","Positif","sayang rumah bekas cipayung cibubur ayo vaksin sinovac astrazeneca universitas dian nusantara"
"387","Negatif","jadi nyata pupu nikah jerman orang jerman tolak vaksin sinovac lurah"
"207","Positif","iya negara teentu tidak terima turis vaksin sinovac jenis jenis variasi vaks"
"167","Positif","wkwk ajg twit ngomong nyari thread vaksin akun buzzer anti vacc block ngetwit doang wow"
"87","Positif","team vaksinator satbrimob polda kalsel gelar serbu vaksin presisi pondok pesantren wali"
"1246","Positif","sdf informasi vaksin sinovac rek vaksin soale belum jelas hikd"
"1224","Netral","mb docni rame d paksa vaksingmn mb doc bsok jdwal vaksi data sruh ngisi"
"1280","Negatif","informasi vaksin covid bogor puskesmas caringin pakai sinovac pfizer kuota"
"1325","Negatif","oyi vaksin sinovac dosis udah tiket pedulilindungi balas khusus dom mlg"
"1229","Positif","kkm bersetuju kelulus syarat guna vaksin coronavac keluar sinovac life sciences co lt"
"398","Negatif","vaksin dosis astrazeneca sinovac"
"628","Positif","efek vaksin sinovac laper tidak laper capek ngantuk doang"
"351","Positif","teliti booster vaksin pfizer bukti manjur sinovac"
"1458","Netral","dosis sinovac dosis ktp bebas"
"80","Positif","temen tolong udah vaksin sinovac ngerasa sakit dada tekan tidak"
"469","Positif","coba cek jenis vaksin beda dapat durasi cepat"
"1092","Positif","ayo vaksin temen sinovac ngantuk laperan doang beneran deh"
"460","Positif","sinovac lum vaksin cepat baik nder ajaa vaksin ajaa vaksin"
"854","Negatif","guna vaksin sinovac golong remaja umur benar kp kesihatan"
"1076","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin pulih nusantara"
"688","Positif","ngomong ngomong pikir pikir syukur indonesia vaksin utama dosis banyak sinovac cerita temen s"
"763","Negatif","tambahin sebab demo thailand udah vaksin"
"1456","Negatif","coronavac vaksin corona sinovac moderna astrazeneca sinopharm dll"
"524","Netral","ketua arah kesihatan tan sri noor hisham abdullah umum bahawa kuasa ubatubatan dc"
"476","Netral","vaksin sinovac muhi coba cek barangkali kuota tutup daftar"
"921","Positif","asam lambung aman udah kali vaksinn pakai sinovac vaksin makan"
"1237","Positif","lulus vaksin remaja"
"1462","Positif","sinovac kaya dinyek level vaksin china bukan vaksin amrik yurop ala moderna pfizer pas gelombang delta"
"1155","Positif","tidak perluuuu kalauvaksin bawa ktp vaksin jenis vaksin sinovac"
"8","Negatif","vaksin sinovac alergi kambuh bersin bidur mata gatel eksim kambuh"
"54","Positif","ayo vaksin"
"671","Positif","vaksin tahap sinovac alhamdulillah sehat sehat"
"1250","Positif","st dose astrazeneca then aefi amik nd dose sinovacso abis cerita vaksin sbb mysejahtera sah"
"1373","Positif","akang teteh sadayana punten informasi vaksin dosis ktp nya bukan bandung mana yah kalo"
"30","Negatif","rausah kakean polah asline iki ultraman mergo vaksin sinovac kuat ilang"
"521","Netral","vaksinasi covid dosis laksana keluarga gawai lingkung sekretariat"
"194","Positif","informasi jadwal vaksin stadion pakansari bogor sedia astrazeneca moderna sinovac"
"906","Netral","rapopo vaksin sinovac timbang astrazeneca honda motor opo moderna modarne"
"1364","Positif","babinsa koramil enrekang melaksankan emantauan laksana serbu vaksin nasional pusk"
"1063","Positif","vaksin sinovac ngantuk tidak ilang"
"128","Netral","impoir vaksin sinovac"
"425","Positif","vaksin sinovac kali tu ngantri rame banget"
"43","Netral","lihat balas bilang sakit jujur tidak baik banget dri ama s"
"278","Netral","yassss vaksin selese anjay sinovac kaga efek samping uhuy moga"
"1054","Positif","vaksin nusantara nobuka pabrik vaksin sinovac laku ketua tim cinta produk indonesia"
"411","Positif","benar soalny vaksin sinovac kah"
"1124","Negatif","sinovac remaja benar kp kesihatan"
"102","Netral","iyaalaahh kalaubeda ntr tubuh belum biasa vaksin sinovac pas kasih beda jenis tmbh ambyarr"
"1026","Negatif","mjb kak ayah nya riwayat darah aman pakai sinovac after effect nya soalny"
"630","Netral","bep dapet vaksin moderna sinovac"
"911","Netral","sinovac besok vaksin hihi"
"323","Netral","wagub inga inga efektif sinovac guru guru mendap"
"385","Negatif","alergi berat hipeensi kolesterol alhamdulillah vaksin sinovac lengkap baik skr"
"322","Positif","ayo hadir gerai vaksin tni polri laksana w"
"211","Negatif","vaksin inti ngelindungin covid lagipula tidak orang milih ma"
"866","Positif","gelombang tiga profit taking vaksin bayar tidak gratis sinovac rb murah banding mo"
"1004","Positif","jbrfess informasi vaksin laksana kodim balai desa sukorambi sasar lansi"
"962","Netral","asli pabrik vaksin kadaluarsa ijin darurat bpom data stabilitas"
"489","Positif","sinovac ngefek banget gamau vaksin tuntut vaksin mobilitas tidak vaksin"
"1109","Positif","jamin halal vaksin sinovac"
"1345","Positif","beempat puskesmas batang kabupaten pati laksana serbu vaksinasi dosis vaksin sinovac k"
"815","Positif","gratis tidak non sinovac kali vaksin aman kemanamana gratis kaum sinovac kali vaksin belum aman kemanam"
"574","Netral","luas populasi kategori umur china tidak rekod makl"
"13","Netral","kelmarin ternampak iklan klinik swasta cucuk vaksin sinovac dosis rm n maigaddd fre"
"295","Negatif","via vaksin covid kampus untag sinovac dosis gedung pkk pfizer dosis"
"644","Netral","kapolsek kanit bimas kanit intel bhabinkamtibmas polsek srandakan bintara trecer polsek srandakan monitoring"
"70","Positif","beempat pendopo kantor desa plosokerep camat karangmalang kabupaten sragen laksana vaksin dosis r"
"888","Netral","tidak napsu makan om abis vaksin sinovac dosis ny masuk anginperut asa kenyanv hbis maksi"
"48","Netral","tau vaksin sinovac tidak kalauada vaksin sinovac"
"365","Positif","vaksinasi presisi lokasi desa batulayar barat desa lembah sari des"
"345","Positif","ayo hadir gerai vaksin tni polri laksana"
"1171","Positif","guna vaksin keluar kalangan usia utama remaja"
"915","Positif","sedia pesea jenis vaksin sinovac dosis dosis lohhh buka"
"552","Netral","vaksin astrazeneca zeneca ou sinovac ou tidak efek samping samsek efek samping"
"560","Negatif","guna vaksin sinovac golong remaja umur benar ketua arah kesihatan"
"782","Negatif","asline ki ultramen bar vaksin sinovac kuat ilang"
"757","Netral","ngomong ngomong vaksin re vaksin sinovac efek parah sempet sek nafas mnt"
"505","Negatif","kalaudi tempat emang banyak sinovac moderna kali diadain massal"
"262","Netral","rasah kakehan cangkem asline ki ultramentapi bar vaksin sinovackekuatanku ilang"
"566","Negatif","sopo sing butuh informasi vaksin dosis sinovac ndes balas dm"
"200","Positif","informasi vaksin dosis belum vaksinasi gerai vaksinasi polres gunungkidul buka pe"
"1475","Negatif","sinovac dosis ajar smk dukuhturi suntik vaksin covid"
"280","Positif","kota bantu ribu vaksin kota terima bantu"
"232","Negatif","juta dosis vaksin covid sinovac bentuk tanah air"
"293","Negatif","vaksin nya sinovac kak hah"
"1438","Positif","vaksin kakak mari mampir kakak vaksin sinovac vaksin astrazeneca zeneca dipilihpilih kakak bahas"
"27","Positif","vaksin sinovac aman"
"589","Positif","pegal doang sih nder sinovac efek samping ringan vaksin sehat nya j"
"3","Netral","sd selesai serka joko waliman babinsa ds bendo koramil sukodono lakgiat pendampin"
"1260","Positif","vaksin kelulus syarat lepas guna cominay keluar pfizerbiontech"
"919","Positif","giat vaksinasi keluarga its masyarakat berlaku warga negara indonesia"
"1268","Netral","vaksin sinovac"
"749","Netral","om vaksin sinovac mana"
"1011","Negatif","iyaa gapaham kek nya bengkak hijau vaksin sinovac"
"735","Positif","solidaritas vaksin psi kota depok vaksin sinovac dosis syarat warga indonesia bawa foto copy ktp"
"718","Netral","vaksin sinovac dosis gedung tppkk syarat jadwal cp cek foto"
"59","Netral","iyap sinovac tidak aku singapur kaya eropa tidak vaksin ulang modernapfizer"
"1205","Netral","sik vaksin sinovac rasah kancani"
"543","Negatif","vaksin sinovac tidak parah"
"123","Netral","sinovac murah siap ro orang keluarga vaksin pandemi"
"1130","Netral","ketua arah kesihatan noor hisham abdullah vaksin covid lulus p"
"1061","Netral","nihhh vaksin sinovac pribadi tidak samsek rada pegal tidak ganggu ngant"
"1324","Netral","hahahah bokap lucu banget en vaksin sinovac moderna katane nyg ash remaja ueueueu gemeshh"
"24","Positif","malaysia terima bekal ama vaksin coronavac liter hantar k"
"1398","Positif","moga cepat capai herd immunity"
"461","Negatif","pakai sinovac sinovac nnti booster nder kali suntik efektinya sdgkan pfiz"
"764","Netral","vaksin sinovac telah positif covid sembuh"
"446","Positif","buka daftar vaksinasi galeri as studio hanafi periode jenis vaks"
"682","Positif","temen abis papar cword tidak vaksin kampus pakai sinovac eh pas sembuh l"
"710","Positif","pakai vaksin eza pakai sinovac pas vaksin tidak sakit vaksin m"
"1460","Positif","habis vaksin sinovac dosis nunggu panggil perawatbuka twitter langsung baca im screamiìiiiiing acto"
"965","Positif","even lepas tamadun china kaedah virolasi hasil vaksin kaedah dorn"
"970","Negatif","cuman pas suntik vaksin ama beda btwgua dosis ama sinovac astrazeneca"
"935","Netral","aduh vaksin sinovac"
"376","Netral","mohon informasi vaksin dosis sinovac area sidoarjo"
"466","Positif","kalausinovac jarak nder vaksin surat ditul"
"183","Positif","pemerintah upaya sedia vaksin baik skema multilateral bilateral cukup"
"1335","Positif","informasi vaksin sinovac dosis kabupaten tangerang vaksin presisi gor bonang udah tidak huhu"
"218","Netral","mu kontaminasi kandung vaksin bahaya nyawa manusia tinggal akibat vaksin mas"
"463","Negatif","dosis penuh jenis vaksin moga akur sinovac pfizer dalem jangan ikut perang politik"
"875","Positif","temen ngetwit vaksin sinovac untung sih tidak kayak"
"869","Negatif","sinovac pas vaksin fit parah deh saran"
"541","Netral","camat ceper beb coba dm instagram puskesmas bayat sana vaksin sinovac dosis"
"1055","Positif","sih sinovac vaksin ama vaksin dosis ama k"
"1311","Netral","orang pfizer sinovac efek tidak oknum bilang habis vaksin sakit"
"951","Netral","asma vaksin pakai sinovac sihh kali"
"1235","Positif","kini bersetuju kelulus syarat guna vaksin keluar sinovac life scie"
"442","Negatif","halo sahabat rumah sakit baptis batu jadwal pesea vaksin c moderna sinovac tunda ayan"
"1461","Netral","anggota polsek turi pimpin ipda j edy s puskes"
"1391","Netral","beda vaksin sinovac astrazeneca"
"41","Positif","informasi jadwal vaksin baru dosis sinovac kuota terminal bandara juanda gratis beras kg cek daftar"
"924","Netral","produk sinovac jenis vaksin covid lulus raja malaysia guna golong"
"833","Positif","ayo hadir gerai vaksin tni polri laksana w"
"125","Negatif","bacot asli ultramentapi gara gara vaksin sinovac kuat hilang"
"237","Negatif","indonesia datang juta dosis vaksin covid sinovac astrazeneca"
"339","Netral","efektif sinovac guru guru jakaa"
"1091","Positif","vaksin pulih nusantara vaksin ruji khasiat tingkat imunitas"
"1294","Positif","sing vaksin e moderna dipadakne gendaanmu sing vaksin e gur sinovac yo tidak mlipir no sayang xixi"
"459","Positif","vaksin sinovac selamat kanakkanak"
"144","Positif","alhamdulillah pfizer sebenernya apa vaksin tidak"
"661","Netral","vaksin adh masuk indonesia sinovac sinopharm astrazeneca modena pfizer teman"
"134","Negatif","vaksinasi dosis drive thru fk kmk ugm gelar sleman komando distrik militer sleman b"
"974","Positif","haha en gituu dapetnya sinovac gapapalah vaksin astrii"
"826","Negatif","rausah kakean cangkem asline ki ultramantapi bar vaksin sinovac kuat ilang"
"1418","Positif","vaksin ama cari tidak klinik"
"456","Netral","vaksin sinovac efek pegal sih"
