"","klasifikasi","x"
"888","Negatif","tidak napsu makan om abis vaksin sinovac dosis ny masuk anginperut asa kenyanv hbis maksi"
"162","Positif","vaksin habis covid belum genap gapapa karawang available sinovac yowis"
"138","Netral","datang vaksin sinovac bandara intl supadio jakaa bawa gudang dinkes propinsi kalbar"
"1292","Positif","usia kena covid alhamdulillah pulih"
"735","Netral","solidaritas vaksin psi kota depok vaksin sinovac dosis syarat warga indonesia bawa foto copy"
"1179","Netral","sinovac dosis ajar smk dukuhturi suntik vaksin covid"
"872","Positif","kaaak wkwk vaksin nya sinovac nakespro ditambahin kaaak wkwk"
"1460","Negatif","habis vaksin sinovac dosis nunggu panggil perawatbuka twitter langsung baca im screamiìiiiiing acto"
"747","Netral","bah udah dapet booster moderna st nd nya pakai sinovac dianggep udah vaksin belum"
"1348","Netral","pfizer doang dipake indonesia sinovac astrazeneca beahannya"
"248","Positif","tahap pemerintah datang juta dosis vaksin covid sinovac"
"1000","Negatif","wes dasare mageran tambah vaksin sinovac"
"502","Positif","serius pakai astramoderna efek kaya en vaksin dapetnya sinovac tidak efek samping apa"
"557","Negatif","vaksin sinovac gel"
"109","Netral","benar temenmu kalausudah vaksin pakai sinovac tidak move vaksin"
"660","Netral","informasi vaksin sinovac bogor puskesmas cijujung kuota orang"
"766","Netral","efektif sinovac guru guru vaksin booster"
"1285","Netral","titik lokasi laksana vaksin covid bogor puskesmas pasar rebo pakai sinovac pfizer"
"274","Netral","kes patient st dosis sinovac nk tukar vaksin sbb post vaksin kena salmonella tgk kes xperlu tukar"
"1208","Positif","vaksin dosis done dosis sinovac dosis covid alami dosis moderna iship im comingggg"
"1367","Positif","raja bangun pelan strategik bangun vaksin negara umum perdana menteri"
"328","Positif","indonesia terima juta dosis vaksin dukung r sinovac"
"1154","Negatif","teknoloji mrna punya kesan samping kuat suai golong komorbiditi sinovac l"
"1268","Positif","vaksin sinovac"
"786","Netral","daftar vaksin sinovac klinik polresta bandung silah klik link bawah"
"680","Positif","jenis vaksin indonesia sinovac astrazeneca zeneca moderna pfizer"
"651","Positif","eh iya vaksin astrazeneca sakit untung sinovac tidak napa"
"874","Negatif","dosis sinovac telat kynya lihat jadwal bulan kak gila yah tidak jenis"
"728","Negatif","udahhsyukur nyaa tidak efek tang bekas vaksin rada nyeri ngomong ngomong p"
"1040","Positif","ku wonosobo vaksin nng depok sinovac seifikat aman"
"1119","Netral","sinovac vaksin nama sinopec mav jangan gas newbie"
"1306","Negatif","suami tmn vaksin sinovac lengkap kena covid tinggal"
"119","Positif","vaksin sinovac kali tidak efek samping samsek i guess i could call myself lucky parno asa tidak vaksin"
"1048","Negatif","ku demam vaksin dosis ama kalauaku pakai sinovac tidak efek pas dosis ama"
"1454","Netral","vaksin pfizer astrazeneca wilayah mustika jaya sini puskesmas mustika jaya sedia v"
"1341","Netral","program tni al wakil komando lintas laut militer kolinlamil sedia vaksin sinovac"
"464","Positif","brand test kit contoh test kit a detect spike protein test kit b bole"
"1397","Netral","serbu vaksinasi kodim pati wilayah koramil juwana capai vaksin jenis sinovac b"
"507","Negatif","umi mo prgi tidak vaksin sinovac ganerima moderna"
"668","Netral","vaksin sinovac bandara juanda surabaya dosis kuota dosis daftar link online"
"913","Netral","tidak ngantri ngambil formulir na vaksin sinovac gataunya astrazeneca"
"787","Positif","rahmad dorong vaksin jenis sinovac aku who"
"928","Netral","informasi vaksin sinovac bekas timur"
"1333","Netral","surat edar hki kemenkes vaksinasi dosis tiga nakes gu"
"1042","Positif","australia buka pintu lancong lengkap vaksin sinovac astrazeneca austra"
"1388","Positif","iyasih astrazeneca rem kantor vaksin astrazeneca jatah libur hari sinovac budak haha"
"577","Netral","coronavac vaksin sinovac vaksin sekolah soalnyaa"
"31","Netral","vaksin pasti jenis vaksin sinovaccorona vac jarak vaksin ama vaksin"
"528","Netral","lanjut informasi vaksin ciwalk udah bannernya instagram vaksin pakai sinovac pakai"
"289","Negatif","butuh tolong kat area pj available vaksin sinovac aritu trpaksa cancel nd dose sbb ve covid smpai skr"
"1345","Netral","beempat puskesmas batang kabupaten pati laksana serbu vaksinasi dosis vaksin sinovac k"
"1362","Netral","belum tingkat bor ind"
"1140","Positif","personil polsek cimanggis ayan lansia suntik vaksin sinovac"
"826","Negatif","rausah kakean cangkem asline ki ultramantapi bar vaksin sinovac kuat ilang"
"1256","Netral","vaksin besuk bebas non domisili sinovac"
"568","Positif","pharmaniaga had jamin bapa bahawa vaksin covid sinovac kanakkanak"
"334","Negatif","sinovac vaksin ama lengan bekas vaksin pegal doang vaksin tidak efek samsek"
"1375","Netral","akang teteh sadayana punten informasi vaksin dosis nya bukan bandung mana yah"
"1122","Netral","vaksinasi psi kota depok solidaritas vaksin psi kota depok vaksin sinovac dosis syarat warga indonesia"
"623","Netral","total kuota vaksin siap titik vaksin jenis sinovac arismawati wakil"
"210","Netral","selamat jadwal vaksinasi covid dosis sedhereksedherek vaksin dosis pe"
"175","Netral","agam jenis vaksin covid indonesia sinovac moderna astrazeneca shinopharm pfizer"
"1146","Netral","kkm lulus vaksin sinovac remaja via"
"1130","Positif","ketua arah kesihatan noor hisham abdullah vaksin covid lulus p"
"276","Netral","buka daftar vaksinasi galeri as studio hanafi periode jenis vaksin sinovac"
"1","Netral","gor dosis kuota dosis juanda terminal sinov"
"1114","Netral","problem immigration policynya saudi kang utama jab sinovac h"
"910","Netral","sinovac vaksin"
"915","Netral","sedia pesea jenis vaksin sinovac dosis dosis lohhh buka"
"122","Positif","warga singapura ramairamai pilih sinovac sinopharm vaksin booster"
"1112","Positif","menteri sehat malaysia menyetujui guna syarat vaksin covid buat sinovac china anak"
"908","Positif","nenek darah umur udah alhamdulilah after vaksin gapapa ko nder pakai vaksin sinovac"
"725","Netral","vaksin sinovac dosis gedung tppkk syarat jadwal cp cek foto"
"86","Positif","vaksin covid izin guna darurat who pfizerbiontech astrazeneca jampj moder"
"243","Positif","dok pasang ring udah stabil tensi udah vaksin c"
"717","Negatif","hahahah kmren ditawarin bilang maksude vaksin sinovac maneh peng opo w"
"894","Negatif","gws elnim vaksin ama demam ngomong ngomong vaksin astrazen sinovac"
"100","Negatif","tetangga pekan vaksin dosia sinovac alami dengkul lemas tidak nafsu makan mual kalaumakan"
"661","Positif","vaksin adh masuk indonesia sinovac sinopharm astrazeneca modena pfizer teman"
"278","Positif","yassss vaksin selese anjay sinovac kaga efek samping uhuy moga"
"344","Negatif","lisa pke vaksin sinovac kayak tidak bsa terbang neger"
"359","Positif","rangka ingat hut tni tni bais badan intelijen strategis gelontor vaksin jenis s"
"815","Negatif","gratis tidak non sinovac kali vaksin aman kemanamana gratis kaum sinovac kali vaksin belum aman kemanam"
"980","Positif","temenku asma flek paru vaksin sinovac aman smpe badan seger"
"585","Negatif","rem sender giring opini kalauselain sinovac seram apa vaksin baik"
"630","Netral","bep dapet vaksin moderna sinovac"
"137","Netral","laksana vaksinasi kodim pati jenis vaksin sinovac puskesmas tambakromo sasar vaksin i"
"288","Negatif","kalauadanya daerah sinovac marah en daftar kota"
"1064","Netral","siswa sman sragen jalan vaksinasi covid vaksinasi laksana"
"38","Negatif","pemerintah rakyat vaksin sinovac vaksin tidak berlaku mana"
"1432","Netral","serbu vaksinasi gencar kodim bone denkesyah bone kali sasar sman"
"81","Positif","stok vaksin stok sisa dosis vaksin sinovac sinopharm"
"1422","Netral","pgb ngadain sept vaksin sinovac"
"407","Netral","vaksin nya sinovac kalaudi sih nder"
"144","Positif","alhamdulillah pfizer sebenernya apa vaksin tidak"
"53","Netral","vaksin dosis jenis sinovac hadir untuk mahasiswa umy alumni umy ajar masyarakat"
"499","Netral","sinovac katanyaa sih meg berkat kemenkes kalautidak nunggu setel"
"1024","Negatif","perbezaan mati akibat covid terima vaksin astrazeneca pfizer sinovac mati a"
"1378","Negatif","emang vaksin beda beda ngasihnya sinovac iya efek pegal tang nyut nyut"
"1257","Negatif","arab saudi tidak terima suntik vaksin sinovac"
"1163","Positif","attention korang yassss its resmi vaksin sinovac kat remaja umur"
"1196","Negatif","wow lepas gomen approved sinovac budak orang booking beli vaksin anak"
"1406","Netral","informasi vaksin dosis astrazeneca tidak istri vaksin ama poltekesyo"
"791","Negatif","perlahan bukan vaksin astrazeneca rana kadar vaksin dosis ama lepas padar k"
"1234","Netral","sinovac udah langsung belum seifikat vaksin nya"
"982","Negatif","rasang kakean cangkemasline ki ultramentapi bar vaksin sinovac kuat ku ilang"
"489","Positif","sinovac ngefek banget gamau vaksin tuntut vaksin mobilitas tidak vaksin"
"710","Positif","pakai vaksin eza pakai sinovac pas vaksin tidak sakit vaksin m"
"1347","Negatif","gantung vaksin nya apaa sih kalausinovac iya wkwkw ngantuk laper"
"283","Netral","layan vaksinasi vaksin sinovac dosis dosis kuota p"
"186","Netral","enam jenis vaksin masuk indonesia sinovac efikasi a"
"1457","Negatif","review vaksin sinovac tidak kaya banyak orang abis vaksin laper tang bekas suntik nya sakit terminal"
"578","Positif","luas populasi kategori umur china tidak rekod meng"
"1396","Netral","dok mohon saran selesai vaksin sinovac konsumsi fluoxetetine"
"164","Positif","udah vaksin sinovac"
"850","Positif","emak al mama vaksin emak sintas covid blon vaksin daftarin jaki car"
"1216","Netral","bgr vaksinasi grastis warga bogor daftar online langsung dosis khu"
"889","Negatif","vaksin sinovac tidak mubazir nidom sar evaluasi efektif v"
"659","Negatif","vaksin astrazeneca efek sinovaclapar ngantuk meriang esok hari itu"
"1390","Netral","hallo kuys belum vaksin lho vaksin rumah sakit uns dosis"
"767","Positif","anak belanda tidak vaksin sinovac xbukti autentik"
"321","Netral","informasi vaksinasi setiajaya toyota cimanggis depok periode jenis vaksin sinovac"
"148","Netral","mohon informasi vaksin dosis sinovac gaa kalauada informasi mana"
"323","Positif","wagub inga inga efektif sinovac guru guru mendap"
"322","Netral","ayo hadir gerai vaksin tni polri laksana w"
"1129","Positif","alhamdulilah vaksin sinovac kali"
"8","Negatif","vaksin sinovac alergi kambuh bersin bidur mata gatel eksim kambuh"
"740","Positif","dapet moderna nder coba kaya surat faskes vaksin vaksin jenis in"
"724","Netral","update informasi vaksin sinovac pfizer dosis bogor kuota orang"
"406","Positif","untuk tni nyuntikin vaksin sinovac set mo bilang bapak made my"
"929","Netral","kmaren mintain surat rekomen jantung vaksin ibu takut e"
"540","Positif","besea keluarga vaksin sinovac usia"
"290","Negatif","kmarin takut efek vaksin sinovac gamau vaksin skrang pakai sinovac dikatain mau ap"
"287","Netral","kalauvaksin tu mending sinovac pzjehtjwkfjwjdjs sih"
"247","Positif","stok vaksin stok sisa dosis vaksin sinovac sinopharm wak"
"49","Netral","gimana kalaumau negri vaksin sinovac negar"
"589","Positif","pegal doang sih nder sinovac efek samping ringan vaksin sehat nya j"
"1030","Positif","gelombang tiga profit taking vaksin bayar tidak gratis sinovac rb murah ban"
"699","Positif","iyaa moga cepat sembuh alergi biar cepat vaksin oalah bri pakai sinovac"
"1233","Positif","kkm lulus vaksin sinovac remaja"
"246","Netral","vaksin ama sinovac dosis ayo rek vaksinasi drive thru stadio"
"506","Negatif","iya ih wow susah tetangga vaksin dapat sinovac"
"714","Negatif","sih nder pas vaksin sinovac demam minggu"
"561","Positif","vaksin sinovac kanakkanak remaja selamat juta dosis rakya"
"199","Netral","sentra vaksin binplaz puskesmas betung layan dosis jenis vaksin sinovac"
"924","Positif","produk sinovac jenis vaksin covid lulus raja malaysia guna golong"
"1076","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin pulih nusantara"
"12","Positif","malam ambil vaksin sinovac suami alhamdulillah rsa okay jedoakan sihat moga vaksin penawar"
"555","Positif","pharmaniaga had jamin bapa bahawa vaksin covid sinovac kanakkanak remaja"
"296","Netral","via vaksin covid kampus untag sinovac dosis gedung pkk pfizer dosis"
"498","Netral","jenis vaksin kalauvaksin ama sinovac kdua sinovac"
"320","Negatif","habis vaksin sinovac gebuk gelora"
"1132","Negatif","sing vaksin e sinovac ra sok keraskyo ngene loh astreav"
"468","Netral","kalaukamu vaksin sinovac jarak vaksin astrazeneca"
"472","Negatif","tau kalausinovac emang ringan gejala nya kalauastrazeneca keras temen temen kampus"
"1081","Negatif","asma vaksin ka asma bbrp sempet kumat kon"
"1264","Negatif","whatttt orang taiwan china gamau sinovacpiye iki makasih ka"
"1327","Positif","malaysia bekerjasama syarikat bangun vaksin covid cansino sinovac bangun vaks"
"1429","Netral","negara mula keluar vaksin covid bangun sinovac"
"1353","Netral","berat yah minum air putih anyta dengar vaksin sinovac terminal"
"1329","Positif","kena covid mas komorbid jantung stroke alhamdulila"
"1131","Positif","upaya pemerintah tanggulang pandemi covid distribusi vaksin sinovac titik"
"640","Netral","tidak vaksin sinovac ama daerah jakbar mana bapak nyari astrazeneca pfizer bapa"
"1255","Negatif","guna vaksin sinovac golong remaja umur benar"
"581","Negatif","hahaha inget talk shit about sinovac like tidak tidak"
"1418","Netral","vaksin ama cari tidak klinik"
"339","Netral","efektif sinovac guru guru jakaa"
"1074","Negatif","adik ku ngatain lemah demam pasca vaksin vaksin tidak napa anj beda vaksin"
"667","Negatif","eropa tidak temen kantor gagal visa vaksin sinovac"
"434","Netral","buka sempat vaksin dosis sinovac khusus warga sukoharjo vaksin"
"1094","Negatif","minimal vaksin astrazeneca moderna kalauvaksinnya sinovac skip"
"1456","Netral","coronavac vaksin corona sinovac moderna astrazeneca sinopharm dll"
"398","Netral","vaksin dosis astrazeneca sinovac"
"390","Netral","informasi vaksin gratis kota palangkaraya kalimantan sinovac"
"347","Netral","butuh vaksin dosis astrazeneca sinovac langsung"
"108","Netral","sih nder kalauvaksin udah jenis sinovac vaksin nya sinovac bukan"
"687","Positif","harih vaksin teman palangka raya kirim foto terima vaksinasi"
"1224","Netral","mb docni rame d paksa vaksingmn mb doc bsok jdwal vaksi data sruh ngisi"
"584","Negatif","supposed hotline dapat informasi number reach lahluar"
"1230","Netral","ayo vaksin moderna dosis astrazeneca dosis sinovac dosis biddokkes polda kepri kepri"
"1009","Netral","lur informasi vaksin dosis kah isi sinovac makasih"
"838","Negatif","rumah dosis vaksin steady simptom kecuali ama mak am"
"1172","Netral","anak udah tiket vaksin app tidak mana vaksin nya cek nya d"
"774","Netral","hallo warga taman sari sehat jadwal vaksin sinovac kantor rw mabes lapang ums"
"882","Positif","aneh sinovac aman anak sekolah vaksin sinovac ngomong ngomong minum obat tidak"
"1328","Negatif","vaksin sinovac sok keras astrazeneca bos senggol"
"476","Netral","vaksin sinovac muhi coba cek barangkali kuota tutup daftar"
"884","Netral","vaksin ama dosis sinovac umur umur say"
"1295","Netral","sayang skli tidak join babeh aldo behsdh tanyakah bhw jk vaksin"
"733","Negatif","tidak uk tau hajiumroh minimal vaksin nya astrazeneca k"
"56","Positif","malaysia terima bekal ama vaksin coronavac liter hantar terminal"
"672","Netral","belum malaysia banding efektivitas vaksin sinovac pfizer vaksin astrazeneca hasil"
"707","Netral","samaa hr vaksin sinovac"
"869","Negatif","sinovac pas vaksin fit parah deh saran"
"1169","Netral","juru bicara vaksinasi covid siti nadia tarmizi tanggap isu turun efikasi vaksin sinovac p"
"340","Netral","vaksinasi massal covid ajar smp s a masyarakat porseapelaksanakan suntik vaksin"
"58","Negatif","orangorang kalauvaksin sinovac efek ngantuk makan mulu lohhh tidak bedain efek vaksin a"
"234","Negatif","vaksin sinovac vaksin pas vaksin massal bagi kaga milih"
"1053","Positif","hooh mknya tidak vaksin astrazeneca pindah sinovac alhamdulillah tidak cmn pegal ditgn pas"
"179","Negatif","tidak pilih vaksin gaes dapet sinovac benar bantu kena cov yug"
"180","Netral","informasi vaksinasi covid reposted from usia jenis vaksin astrazeneca usia th jenis v"
"301","Negatif","efektif efek samping takut"
"169","Negatif","rasah kakean cangkem asline ki ultramen bar vaksin sinovac kuat ku ilang"
"456","Negatif","vaksin sinovac efek pegal sih"
"264","Negatif","vaksin pfizer asa banget gel banding vaksin sinovac"
"1287","Netral","update informasi vaksin covid bogor puskesmas leuwisadeng pakai sinovac"
"348","Negatif","vaksinasi tahap satu vaksin jenis sinovac orang ikut orang karena"
"1298","Negatif","vaksin sinovac suntik warga pakai astrazaneca"
"802","Positif","i complete dose vaksin sinovac then on ve that time my condition ge"
"643","Positif","sinovac kak benar tidak pilah pilih vaksin dukung sabang merauke"
"147","Netral","dapetnya sinovac beda vaksin sih"
"716","Positif","kapolsek mojolaban pimpin aman vaksinasi massal gerai vaksin presisi gedung blk bekonang camat mojolaban"
"805","Negatif","tim riset indonesia efikasi vaksin covid sinovac turun persen beri boo"
"797","Netral","coba puskesmas nder vaksin daerah astraz sinovac bawa"
"71","Netral","vaksin ama astrazeneca pas vaksin lupa pas suster sinovac iya"
"7","Netral","gor dosis kuota dosis juanda terminal"
"744","Positif","vaksin bagus gaboleh milih dose sinovac dose"
"1209","Netral","update vaksin covid bogor sinovac dosis puskesmas nanggung anak usia"
"669","Netral","vaksin bagi sinovac suami astrazeneca zenneca tante ku manula pfizer adek pupu"
"369","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang silahka"
"463","Negatif","dosis penuh jenis vaksin moga akur sinovac pfizer dalem jangan ikut perang politik"
"803","Negatif","pas banget sinovac pas h suntik hahahihi eh minggu muncul"
"709","Netral","informasi vaksin covid bogor massal puskesmas caringin pakai pfizer sinovac"
"771","Netral","tu harap hak bg sinovac klau vaksin pilih"
"156","Netral","bang bon belum vaksin hasil vaksin kali sinovac hasil mea"
"484","Positif","indonesia vaksin emergency use listing terbit who diperlakuk"
"1247","Netral","guna vaksin sinovac golong remaja umur benar"
"655","Negatif","ragu teman informasi vaksin jenis sinovac en jenis"
"319","Positif","dosis vaksin sinovac siap vaksinasi tahap ama"
"182","Netral","informasi jadwal vaksin baru dosis sinovac kuota terminal bandara juanda gratis beras kg cek d"
"208","Netral","jog vaksin ama nama sinovac bukan mana"
"1219","Positif","guna vaksin sinovac golong remaja umur benar kp kesihatan sumber"
"969","Positif","asma ambil sinovac aman vaksin skrining sehat"
"479","Negatif","sinovac mah sinovac kalauastrazeneca z tidak mantep sih tap"
"508","Negatif","vaksin sinovac pas nunggu kau eh pingsan malu banget bangun bangun kerubungin orang"
"1313","Netral","jarak vaksin sinovac ama sih"
"591","Negatif","pakai sinovac tidak asli pegal lihat bokap vaksin tiga pakai a"
"1376","Netral","ynag sinovac moderna sinopharm habis ganti vaksin tidak"
"1195","Negatif","efikasi vaksin sinovac indonesia turun persen persen vaksin booster jenis v"
"418","Positif","ngomong ngomong pikir pikir syukur indonesia vaksin utama dosis banyak sinovac cerita temen suntik ast"
"157","Netral","warga kabupaten bandung ayo vaksin ikut vaksinasi massal selenggara pemerintah kabupaten bandung"
"635","Negatif","tidak eropa vaksin sinovac gimana kak vaksin yakali"
"543","Positif","vaksin sinovac tidak parah"
"607","Netral","daftar nomor teera gambar vaksin dosis sinovac"
"47","Netral","vaksin astrazeneca sinovac"
"918","Negatif","peristiwa tenaga sehat alami luka dosis vaksin sinovac rusak"
"255","Netral","sinovac minimal hri vaksin k tidak"
"632","Negatif","vaksin sinovac besok langsung tidur hari nder asli ngantuk banget bawa"
"905","Negatif","lanang vaksin sinovac rak gentle banget"
"891","Positif","australia buka batas traveler vaksin sinovac boleh masuk"
"327","Netral","vaksin ama sinovac dosis ayo rek vaksinasi drive thru stadio"
"959","Negatif","rasah kakean cangkem asline ki ultramen bar vaksin sinovac kuat ku ilang"
"258","Netral","warga kabupaten bandung ayo vaksin ikut vaksinasi massal selenggara pemerintah kabupaten bandun"
"1259","Netral","guna vaksin sinovac golong remaja umur benar"
"341","Netral","efektif sinovac guru guru jakaa har"
"1141","Netral","hasil vaksin sinovac"
"457","Netral","asli p"
"1045","Positif","vaksin benar benar tidak ngaruh pakai vaksin sinovac"
"477","Positif","vaksin sekolah sinovac efek samping nya tidak sakit"
"863","Netral","siswa smk yapisdah ikut vaksin sinovac danramil csk proses ptm"
"533","Negatif","vaksin sinovac efek lemes banget mual kepala berat tang kiri lemah banget hu"
"1363","Netral","dinkes kota kendari terima dosis vaksin sinovac buka layan"
"1027","Negatif","nampaknya vaksin astrazeneca zeneca kesan awal covid kait beku darah blood clot"
"217","Netral","selamat vaksin dosis sinovac sedia"
"265","Netral","gratis vaksin sinovac dosis surabaya jadwal"
"1222","Negatif","iya benar emang efek vaksin sinovac laper"
"142","Positif","anggota polsek babelan laksana aman giat program vaksinasi merdeka berani gerai wilayah polsek"
"151","Negatif","hasil gambar kandung vaksin sinovac udah zoom virus bentuk gurita mati"
"1071","Negatif","eh zahwa no minor kaya bukan sinovac vaksin sekolah"
"80","Negatif","temen tolong udah vaksin sinovac ngerasa sakit dada tekan tidak"
"1138","Netral","ayo besok vaksin du jenis vaksin sinovac pfizer informasi lengkap kontak yodi cc"
"903","Positif","rekomendasi izin masuk ajar internasional negara sep"
"177","Positif","vaksin sinovac wow"
"64","Negatif","efek vaksin sinovac usaha makan minum biar tubuh bugarr malas makan"
"656","Netral","butuh vaksin kota padang moderna sinovac pfizer tinggal daftar"
"415","Positif","biasakerja panas lagiaku sinovac wkwkwkallhamdulillah sinovac tidak efek samping tu"
"649","Positif","abis vaksin sinovac minum kopi neng banget asa hepi banget en tawa mu"
"1462","Negatif","sinovac kaya dinyek level vaksin china bukan vaksin amrik yurop ala moderna pfizer pas gelombang delta"
"772","Negatif","sek vaksin e sinovac rausah sok keras ngene astreav"
"1465","Netral","h temen temen na vaksin jakaa barat sinovac tidak mana tlg reply thanks"
"227","Netral","halo kota udah tidak nyediain vaksin sinovac udah daftar by web vaksinasitangera"
"627","Netral","suntik bu dokter"
"211","Positif","vaksin inti ngelindungin covid lagipula tidak orang milih ma"
"1364","Netral","babinsa koramil enrekang melaksankan emantauan laksana serbu vaksin nasional pusk"
"1135","Negatif","orang tua vaksin kena covid mele"
"554","Negatif","tidak sih abis vaksin sinovac badan keringet dingin mulu gemetar kirakira"
"1173","Netral","yogyakaa lapas narkotika kelas iia yogyakaa gelar vaksinasi merdeka tahap giat vaksinasi covid"
"537","Negatif","sinovac dosis ku tang pegal banget ngantuk banget hari abis vaksin besok"
"1177","Netral","jangan lupa ambil vaksin adikadik"
"547","Positif","juta dosis vaksin remaja lingkung usia china p"
"220","Positif","vaksin sinovac halal suci"
"431","Netral","sinovac vs moderna"
"820","Netral","tahu ane vaksin expirednya cepat pakai metode pfizer"
"943","Positif","salur vaksin juang wakil fraksi paai golkar komisi vii dpr republik indonesia mukhtarudin bantu progr"
"567","Netral","vaksin pakai sinovac chei"
"469","Netral","coba cek jenis vaksin beda dapat durasi cepat"
"441","Netral","mesti daftar pedulilindungi langsung dateng vaksin s"
"1355","Netral","ayo hadir gerai vaksin tni polri laksana"
"1436","Negatif","vaksin sinovac smp halimun seifikat belum sedia cek pedulili"
"1469","Netral","h temen temen na vaksin jakaa barat sinovac tidak mana tlg reply thanks uuu"
"39","Netral","cepat vaksinasi rangka penanganan covid indonesia sehat laksana kantor kapanew"
"45","Negatif","rasah kakean cangkem asline ki ultramen bar vaksin sinovac kuat ku ilang kabeh"
"229","Netral","masyarakat imbau tidak pilihpilih vaksin il a heures vaksin covid"
"285","Netral","pakai merk vaksin ka sinovac"
"1413","Netral","informasi vaksin dosis sinovac area malang sidoarjo pasuruan surabaya"
"1229","Positif","kkm bersetuju kelulus syarat guna vaksin coronavac keluar sinovac life sciences co lt"
"454","Positif","dosis administrasi amerika inggris bayang untung farmasi vaksin ba"
"500","Positif","belum vaksin bingung vaksin saran mending sinovac denger o"
"1175","Netral","kelulus vaksin sinovac golong umur lepas mesyuarat kuasa kawala"
"809","Netral","rengiat laksana vaksinasi wilayah camat tanggungharjo oktoberber"
"67","Negatif","gausah dosis tempat vaksin sinovac"
"194","Netral","informasi jadwal vaksin stadion pakansari bogor sedia astrazeneca moderna sinovac"
"1054","Positif","vaksin nusantara nobuka pabrik vaksin sinovac laku ketua tim cinta produk indonesia"
"118","Netral","vaksin sinovac sinopharm tugas sinopharm udah bawa puskesmas sinovac"
"1147","Netral","kkm lulus syarat guna vaksin coronavac keluar sinovac remaja"
"592","Negatif","asline powerrenjes mergo bar vaksin sinovac kuat ilang"
"252","Netral","jadwal daftar pesea vaksin sinovac polres magelang"
"1085","Netral","jog informasi vaksin dosis bebas tidak domisili tidak masalahin vaksin mana sinovac"
"77","Positif","negara terima datang vaksin sinovac banyak negara l"
"830","Negatif","asline iki ultramentapi bar vaksin sinovac kuat ilang"
"1232","Positif","vaksin keluar sinovac lulus remaja"
"695","Negatif","sinovac tidak laku roman sang juragan nakutin dunia pakai isu mutasi varian huahahaha"
"1116","Positif","vaksin varian sinovac ngerasa"
"486","Netral","anak vaksin lengkap sinovac vaksin pfizer moderna penuh syarat s"
"926","Positif","vaksin sinovac alhamdulillah telah tidak gejala laper terussssss"
"539","Netral","kalausinovac vaksin booster"
"249","Positif","stok vaksin stok sisa dosis vaksin sinovac sinopharm p"
"1107","Positif","vaksin pulih nusantara validasi sinovac who bukti vaksin aman ruji mutu"
"708","Netral","informasi vaksin dosis sinovac malang kota terimakasih"
"172","Positif","distribusi vaksin sinovac kawal babinsa"
"559","Positif","jenis vaksin stasiun cirebon sinovac kak trims"
"1170","Positif","kkm lulus vaksin sinovac remaja"
"1461","Netral","anggota polsek turi pimpin ipda j edy s puskes"
"4","Netral","informasi vaksin gratis kota palangkaraya kalimantan sinovac kurio"
"1337","Netral","hubung banyak seifikat orang indonesia cantum merk dagang vaksin sinovac coronava"
"1038","Negatif","tidak cuman apa jenis vaksin nya kek nya gejala efek nya nya"
"810","Positif","sok gamau vaksin pakai sinovac mau moderna pfizer puskesmas jangan a"
"446","Netral","buka daftar vaksinasi galeri as studio hanafi periode jenis vaks"
"335","Netral","efektif sinovac guru guru jakaa vaksin booster"
"629","Netral","vaksinasi lur silah sederek teman keluarga belum vaksin buka daftar vaksinasi sinovac k"
"937","Negatif","rasah kakean cangkemasline iki ultramentapi bar vaksin sinovac kuat an ku ilang"
"804","Negatif","rasah kakean cangkem asline ki ultramentapi bar vaksin sinovac kuat ku ilang"
"1453","Positif","tidak tanggungtanggung dosis vaksin sinovac sebar antero ngawi titik siap"
"262","Negatif","rasah kakehan cangkem asline ki ultramentapi bar vaksin sinovackekuatanku ilang"
"1424","Netral","ayo ayo belum vaksin vaksin pfizer dosis sinovac dosis tol jagorawi rest area"
"1409","Negatif","vaksin dapet moderna sinovac yah iya takut mati sih h tidak banget"
"515","Positif","indonesia vaksin emergency use listing terbit who pe"
"647","Positif","periode tambah vaksin moderna lengkap vaksin sinovac astrazeneca"
"1420","Netral","informasi vaksin sinovac daerah jakaa timur tolong"
"36","Netral","vaksin dosis jenis sinovac hadir untuk mahasiswa umy alumni umy ajar masyarakat kik"
"400","Netral","belum vaksin jenis vaksin sinovac"
"1236","Negatif","vaksin moderna takut after effectsnya sinovac kali"
"22","Netral","dosis sinovac mulaitahun ktpdomisili bebas khusus pesea syarat vaksin sin"
"460","Positif","sinovac lum vaksin cepat baik nder ajaa vaksin ajaa vaksin"
"861","Negatif","udah vaksin sinovac kena kopid kak"
"149","Netral","informasi vaksin bekas puskemas margajaya sebelah adil agama vaksin pfizer dosis sinovac d"
"501","Netral","besok vaksin kabupaten bandung stadion jalak harupat gaiss dosis pakai sinovac"
"1109","Positif","jamin halal vaksin sinovac"
"1300","Negatif","bingungin kalauvaksin sinovac china buat virus covid dimatikanberai"
"981","Negatif","siapsiap umrah jangan lupa vaksin jangan sinovac arab produk cina arab saudi longgar"
"1117","Negatif","aikel popular arwah abam tinggal dunia gadis"
"1437","Negatif","vaksin sinovac tgn kiri pegal doang"
"806","Negatif","kalaumall udah rame siapsiap panen covid pas lindung vaksin selesai sinovac setel"
"1068","Netral","informasi jadwal vaksin serpong kota tangerang dosis sinovac"
