"","klasifikasi","x"
"453","Netral","say vaksin sinovac udah gppa"
"454","Positif","dosis administrasi amerika inggris bayang untung farmasi vaksin ba"
"455","Negatif","vaksin sinovac ngantuk pegal demam"
"456","Netral","vaksin sinovac efek pegal sih"
"457","Netral","asli p"
"458","Positif","vaksin sinovac selamat kanakkanak"
"459","Positif","vaksin sinovac selamat kanakkanak"
"460","Positif","sinovac lum vaksin cepat baik nder ajaa vaksin ajaa vaksin"
"461","Negatif","pakai sinovac sinovac nnti booster nder kali suntik efektinya sdgkan pfiz"
"462","Positif","apresiasi antusiasme masyarakat vaksin presiden joko widodo tinjau laksana vaksin massal sorong"
"463","Negatif","dosis penuh jenis vaksin moga akur sinovac pfizer dalem jangan ikut perang politik"
"464","Positif","brand test kit contoh test kit a detect spike protein test kit b bole"
"465","Netral","anggota koramil kaligesing kodim purworejo serma wahyudi laksana monitorng beri vaksin sinovac"
"466","Positif","kalausinovac jarak nder vaksin surat ditul"
"467","Netral","dapetnya vaksin sinovac astrazeneca"
"468","Netral","kalaukamu vaksin sinovac jarak vaksin astrazeneca"
"469","Positif","coba cek jenis vaksin beda dapat durasi cepat"
"470","Negatif","emang vaksin ulang kalausetauku sinovac bulan kalauastrazeneca"
"471","Positif","tidak nder ngulang vaksin kalauvaksinnya sinovac jrk vaksin k"
"472","Negatif","tau kalausinovac emang ringan gejala nya kalauastrazeneca keras temen temen kampus"
"473","Netral","arab saudi visa turis tidak wni indonesia kena travel ban arab saudi"
"475","Negatif","na udah dosis sinovac suruh vaksin dosis moderna bingung banget"
"477","Negatif","vaksin sekolah sinovac efek samping nya tidak sakit"
"478","Positif","pearuhan jenius tim diplomasi longterm baik m"
"479","Negatif","sinovac mah sinovac kalauastrazeneca z tidak mantep sih tap"
"482","Negatif","vaksin tidak presiden stok vaksin stok sisa"
"483","Netral","vaksin sinovac berai kudu nyari informasi vaksin tiga"
"486","Netral","anak vaksin lengkap sinovac vaksin pfizer moderna penuh syarat s"
"487","Negatif","sinovac tidak laku roman sang juragan nakutin dunia pakai isu mutasi varian huahahaha ah terminal"
"488","Negatif","sinovac beb d vaksin tidak nefek jangan mati"
"489","Positif","sinovac ngefek banget gamau vaksin tuntut vaksin mobilitas tidak vaksin"
"490","Negatif","informasi jadwal vaksin covid sinovac dosis garut buka"
"491","Netral","besok vaksin ktp kabupaten bandung stadion jalak harupat gaiss dosis pakai sinovac"
"492","Negatif","wes tidak vaksin pakai pfizer mrna ngeri sinovac tidak alergi terminal"
"493","Positif","faktor vaksin distribusi cepat pei hal sinovac bukan adu"
"495","Netral","vaksin sinovac koramil tangerang bawa copy ktp pagisiang"
"496","Netral","vaksinasi merdeka rentak pesantren rumah ibadah laksana ber"
"497","Netral","bisa vaksin ama sinovac astrazeneca"
"498","Negatif","jenis vaksin kalauvaksin ama sinovac kdua sinovac"
"499","Negatif","sinovac katanyaa sih meg berkat kemenkes kalautidak nunggu setel"
"501","Netral","besok vaksin ktp kabupaten bandung stadion jalak harupat gaiss dosis pakai sinovac"
"503","Positif","bhabinkamtibmas kalurahan ngawu bripka prima damping kanit provost aiptu parjiman pemantauan vaksinasi upt"
"505","Negatif","kalaudi tempat emang banyak sinovac moderna kali diadain massal"
"506","Negatif","iya ih wow susah tetangga vaksin dapat sinovac"
"507","Netral","umi mo prgi tidak vaksin sinovac ganerima moderna"
"508","Negatif","vaksin sinovac pas nunggu kau eh pingsan malu banget bangun bangun kerubungin orang"
"509","Negatif","serius sinovac efek ringan pkm cobak ngadain vak"
"510","Netral","tanyaaa vaksin astrazeneca seifikatnya sinovac"
"511","Positif","layan vaksinasi dosis sinovac vaksin ama berlaku masyarakat ktp"
"513","Positif","personil polsek sanden pimpin kanit provos iptu suharyanto laksana aman monitoring vaksinasi covid"
"515","Positif","indonesia vaksin emergency use listing terbit who pe"
"516","Negatif","juta kali sinovac rupiah murah sinovac juta warga bayar vaksin boos"
"517","Negatif","ohh sinovac temen sinovac doang tidak demam vaksin"
"518","Netral","bep vaksin moderna sinovac"
"519","Netral","masyarakat desa dawuhan serbu vaksin sinovac"
"520","Positif","geger vaksin srimulyo jilid i kapanewon piyungan gor p"
"521","Netral","vaksinasi covid dosis laksana keluarga gawai lingkung sekretariat"
"522","Netral","olohh hahahhaah bangsa astrazeneca pfizer sinovac hurm skrng vaksin bangsa"
"523","Positif","teman mohon informasi ibu butuh vaksin vaksin ama sinovac perintah do"
"524","Netral","ketua arah kesihatan tan sri noor hisham abdullah umum bahawa kuasa ubatubatan dc"
"525","Netral","b sih urang mah soalna urang beurang vaksin sinovac kadua"
"526","Positif","juta dosis vaksin remaja lingkung usia china pharmaniaga"
"527","Positif","gerai vaksin sinovac warga masyarakat lurah ciketing udik camat bantargebang kota bekas"
"529","Netral","vaksin sinovac dosis ngantukan gin emang capek sih"
"530","Negatif","informasi vaksin sinovac dosis catat a jangan lupa bawa syarat"
"532","Netral","reposted from vaksinasi covid dosis laksana keluarga gawai l"
"533","Negatif","vaksin sinovac efek lemes banget mual kepala berat tang kiri lemah banget hu"
"534","Negatif","bahan utama vaksin sinovac dna babi serum bayi belum lahir hidup sedot bay"
"535","Positif","uwong uwong ki ngopo le vaksin milih milih sing sinovac ngene loh astrea"
"536","Positif","uwong uwong ki ngopo le vaksin milih milih sing sinovac ngene loh astrea"
"537","Positif","sinovac dosis ku tang pegal banget ngantuk banget hari abis vaksin besok"
"538","Netral","buru daftar link kuota batas vaksin nya jenis sinovac ge"
"539","Netral","kalausinovac vaksin booster"
"540","Positif","besea keluarga vaksin sinovac usia"
"542","Negatif","bahan utama vaksin sinovac dna babi serum bayi belum lahir hidup d"
"543","Negatif","vaksin sinovac tidak parah"
"544","Netral","jbrfess informasi vaksin sinovac dosis jember gais"
"545","Positif","vaksin sinovac selamat kanakkanak pharmaniaga"
"547","Positif","juta dosis vaksin remaja lingkung usia china p"
"548","Negatif","kayak teori indonesia pakai sinovac biar vaksin ind"
"549","Netral","nyesel vaksin pakai sinovac tidak ln wow"
"550","Positif","vaksin dapet sinovac efek samping laper tidak"
"553","Negatif","informasi jadwal vaksin covid pfizer sinovac dosis kota bogor puri begawan"
"554","Negatif","tidak sih abis vaksin sinovac badan keringet dingin mulu gemetar kirakira"
"555","Positif","pharmaniaga had jamin bapa bahawa vaksin covid sinovac kanakkanak remaja"
"556","Negatif","ora le lemah i jane ultramen bar suntik vaksin sinovac kuat ilang"
"557","Negatif","vaksin sinovac gel"
"558","Positif","polsek kedungwaringin pkm kedungwaringin gelar vaksinasi tahap vaksin jenis sinovac halaman mako"
"559","Positif","jenis vaksin stasiun cirebon sinovac kak trims"
"560","Negatif","guna vaksin sinovac golong remaja umur benar ketua arah kesihatan"
"561","Positif","vaksin sinovac kanakkanak remaja selamat juta dosis rakya"
"562","Positif","ipda wasirin bhabinkamtibmas anggota laksana aman giat vaksinasi tahap vaksin jenis"
"566","Negatif","sopo sing butuh informasi vaksin dosis sinovac ndes balas dm"
"567","Netral","vaksin pakai sinovac chei"
"568","Positif","pharmaniaga had jamin bapa bahawa vaksin covid sinovac kanakkanak"
"569","Positif","vaksin sinovac selamat kanakkanak pharmaniaga"
"570","Netral","naahhh mksdnya iya dok bahan"
"571","Positif","pharmaniaga bhd jamin bapa bahawa vaksin covid sinovac kanakkanak remaja"
"572","Positif","vaksin vaksin sinovac alhamdulillah ngantuk laper kipinya"
"573","Netral","vaksin covid lupa baca biofarm produks"
"574","Netral","luas populasi kategori umur china tidak rekod makl"
"575","Positif","juta dosis vaksin rakyat china umur"
"576","Positif","transma yasmin bogor polresta bogor kota adakan vaksinasi massal usia"
"577","Netral","coronavac vaksin sinovac vaksin sekolah soalnyaa"
"578","Netral","luas populasi kategori umur china tidak rekod meng"
"580","Negatif","cek peduli lindung pke vaksin sinovac astrazeneca sinopharm"
"581","Netral","hahaha inget talk shit about sinovac like tidak tidak"
"582","Negatif","halo sahabat rumah sakit baptis batu jadwal pesea vaksin c sinovac tunda ayan"
"583","Netral","ayo massal jenis vaksin sinovac"
"584","Positif","supposed hotline dapat informasi number reach lahluar"
"585","Negatif","rem sender giring opini kalauselain sinovac seram apa vaksin baik"
"587","Negatif","vaksin sinovac kepala pusing banget"
"588","Netral","putus australia aku vaksin sinovac angin segar wisatawan internasional asal asia te"
"589","Positif","pegal doang sih nder sinovac efek samping ringan vaksin sehat nya j"
"590","Negatif","oooooo suntik sinovac tidak demam kakak kayak vaksin astrazeneca efek samping mi"
"591","Netral","pakai sinovac tidak asli pegal lihat bokap vaksin tiga pakai a"
"592","Negatif","asline powerrenjes mergo bar vaksin sinovac kuat ilang"
"593","Negatif","tim riset indonesia efikasi vaksin covid sinovac turun persen beri booste"
"595","Negatif","asik q gaib ngelurusin bukan neger nya but dipeanyakan"
"597","Netral","meriang selesai minum bodrex sembuh saran kalauseperti mama pas"
"598","Netral","vaksin sinovac"
"599","Netral","benar hadir majlis surau masjid teakluk lengkap terima dosis"
"600","Negatif","kalausinovac gaboleh ln astrazeneca moderna parah banget efek yasuda pfizer winwin solutionnya"
"602","Positif","yes yes kalangan tengah bawah rewel urus takut baik prevent than never k"
"603","Positif","na vaksin pakai sinovac emng vaksin lgi pakai astrazeneca"
"604","Positif","yapsss banget sempet mikir kaya gin sinovac minim banget reaksi trutama l"
"605","Positif","udah vaksin sinovac vaksin booster moderna nakes"
"606","Positif","sinovac ngefek banget gamau vaksin tuntut vaksin mobilitas tidak vaks"
"608","Positif","vaksin sinovac tidak efek abis vaksin lari siklus haid mundur banget kirain positif"
"609","Netral","pahit manis ppv integrasi idcc shah alam beri vaksinasi samada vaksin"
"610","Positif","just informasi teman vaksin atur mana i vaksin nya jangan sinovac mostl"
"611","Netral","vaksin covid sinovac gratis sentul catat syarat tanggal"
"612","Positif","ohhh lokasi nya belum coba deh na terkahir vaksin"
"613","Netral","pfizer cominay sinovac coronavac ikut media kanada tidak nama vaksin pf"
"614","Negatif","so aussie benar lancong lengkap vaksin sinovac azyang hang iya nak anjing pfizerian nah pulak"
"615","Negatif","pfizer cominay sinovac coronavac ikut media kanada tidak nama v"
"616","Negatif","habis dosis sinovac alergi kambuh takut vaksin booster"
"618","Netral","teman informasi vaksin sinovac daerah tangerang dosis belum nemu"
"621","Positif","barubaru malaysia ungkap hasil teliti efektivitas vaksin sinovac pfizer astrazeneca beri"
"622","Positif","spore orang rela bayar vaksin sinovac pfizer moderna pemerintah"
"623","Netral","total kuota vaksin siap titik vaksin jenis sinovac arismawati wakil"
"624","Netral","mjb iya rencana jepang lanjur vaksin sinovac bing"
"625","Positif","habis vaksin sinovac ama efek ngantuk vaksin laper en gado kebab es soda gembira es goder"
"626","Positif","transma yasmin bogor polresta bogor kota adakan vaksinasi massal usia a"
"628","Positif","efek vaksin sinovac laper tidak laper capek ngantuk doang"
"629","Positif","vaksinasi lur silah sederek teman keluarga belum vaksin buka daftar vaksinasi sinovac k"
"630","Netral","bep dapet vaksin moderna sinovac"
"631","Netral","vaksin sinovac"
"632","Positif","vaksin sinovac besok langsung tidur hari nder asli ngantuk banget bawa"
"633","Negatif","halo barangkali admin followersnya informasi vaksin dosis sinovac uin malang tunda"
"634","Positif","suka pilihpilih vaksin hayo ngaku awalawal en nungguin vaksin a"
"635","Positif","tidak eropa vaksin sinovac gimana kak vaksin yakali"
"636","Positif","vaksin sinovac sih gejala ngantuk doang laperan"
"637","Positif","vaksin skuyy"
"638","Netral","informasi vaksin sinovac dosis jog makasi"
"640","Netral","tidak vaksin sinovac ama daerah jakbar mana bapak nyari astrazeneca pfizer bapa"
"641","Netral","efek vaksin sinovac ancen ngantukluwe an a iki"
"642","Positif","sinovac udah sek napas pas abis vaksin untung bentar doang sih normal"
"644","Netral","kapolsek kanit bimas kanit intel bhabinkamtibmas polsek srandakan bintara trecer polsek srandakan monitoring"
"645","Positif","keluarga terima vaksin sinovac temanteman banyak astrazeneca dap"
"646","Netral","indonesia terima datang vaksin covid juta dosis vaksin sinovac"
"647","Positif","periode tambah vaksin moderna lengkap vaksin sinovac astrazeneca"
"648","Netral","sinovac tidak efek vaksin moderna tidak"
"649","Positif","abis vaksin sinovac minum kopi neng banget asa hepi banget en tawa mu"
"650","Netral","butuh vaksin kota padang moderna sinovac pfizer tinggal daftar"
"651","Positif","eh iya vaksin astrazeneca sakit untung sinovac tidak napa"
"652","Positif","cari vaksin pfizer depok vaksin astrasinovac rsui daftar via web"
"653","Positif","pearuhan jenius tim diplomasi longterm baik"
"654","Netral","vaksin bagi sinovac suami astrazeneca zenneca tante ku manula pfizer adek pupu nake"
"655","Negatif","ragu teman informasi vaksin jenis sinovac en jenis"
"656","Netral","butuh vaksin kota padang moderna sinovac pfizer tinggal daftar"
"657","Negatif","sinovac kayak tetangga vaksin bhayangkara tidak acara"
"658","Positif","beda merek vaksin beda isi pilih vaksin aman whole virus inactived sinovac coronavac sinopharm"
"660","Netral","informasi vaksin sinovac bogor puskesmas cijujung kuota orang"
"661","Netral","vaksin adh masuk indonesia sinovac sinopharm astrazeneca modena pfizer teman"
"663","Positif","vaksin vaksin sinovac alhamdulillah sehat sehat"
"664","Positif","ihh asli en vaksin sinovac tidak mana abis paksa moderna butuh"
"665","Positif","papua at least udah vaksin sih sinovac smua"
"666","Netral","tante udah tidak vaksin kesel banget udah gapapa mumpung sinovac pakai alesan bany"
"667","Negatif","eropa tidak temen kantor gagal visa vaksin sinovac"
"668","Netral","vaksin sinovac bandara juanda surabaya dosis kuota dosis daftar link online"
"669","Netral","vaksin bagi sinovac suami astrazeneca zenneca tante ku manula pfizer adek pupu"
"670","Negatif","tteh pakai vaksin astrazeneca tidak gejala kek pegal tang abis suntik sam"
"671","Positif","vaksin tahap sinovac alhamdulillah sehat sehat"
"672","Positif","belum malaysia banding efektivitas vaksin sinovac pfizer vaksin astrazeneca hasil"
"673","Negatif","ketua riset uji klinis sinovac bandung prof kusnandi ungkap efikasi vaksin sinovac kurang"
"674","Negatif","keluarga vaksin sinovac doang nya kota emang efek tidak"
"675","Positif","sing vaksin e sinovac rasah maki ngene astrea grandneva"
"677","Netral","sinovac affa hotline informasi bagitau klinik vaksin teentu te"
"679","Negatif","benar sih kakak vaksin sinovac ngeri tetangga dapet astrazeneca mual parah"
"680","Netral","jenis vaksin indonesia sinovac astrazeneca zeneca moderna pfizer"
"681","Negatif","majoritas guna sinovac keluh banget sih kota mayoritas sino"
"682","Positif","temen abis papar cword tidak vaksin kampus pakai sinovac eh pas sembuh l"
"683","Positif","alhamdulillah vaksin sinovac harap moga vaksin"
"684","Positif","just informasi teman vaksin atur mana i vaksin nya jangan"
"685","Positif","jakaa moderna pfizer sentra vaksin nunggu moderna kar"
"686","Negatif","kayak teori indonesia pakai sinovac biar vaksin apalag"
"687","Positif","harih vaksin teman palangka raya kirim foto terima vaksinasi"
"690","Positif","vaksin indonesia baik astrazeneca sinovac dll tahap klinis m"
"691","Negatif","hai nak walkin second dose klinik kesihatan kuala lumpur klinik kesihatan menawarkan"
"692","Negatif","alhamdulillah busui udah lengkap dosis vaksin sinovac gin nda keran"
"693","Netral","tementemen informasi vaksin sinovac kalauada infoin yakk bantu temen nyariin soale"
"694","Netral","dapet kuota vaksin sinovac pfizer astrazeneca johnson johnson pemerintah me"
"696","Netral","its vaksin sinovac nder"
"697","Negatif","informasi vaksin dosis sinovac malang kota terimakasih"
"698","Positif","vaksin sinovac dosis pulang bawa sembako gratis royal plaza ktp indonesia"
"699","Positif","iyaa moga cepat sembuh alergi biar cepat vaksin oalah bri pakai sinovac"
"700","Negatif","vaksin covid bogor massal puskesmas kemang pakai sinovac dosis"
"701","Negatif","komando distrik militer slm bekerjasama dinkes kabupaten sleman ugm aparat kait stakeholder mela"
"702","Netral","informasi vaksin dosis sinovac rek bangsalsari terimakasiii jbrfess"
"703","Negatif","informasi vaksin sinovac dosis jogja"
"704","Negatif","vaksin covid bogor massal puskesmas kemang pakai sinovac masyarakat"
"706","Netral","vaksin nya jenis sinovac"
"707","Netral","samaa hr vaksin sinovac"
"709","Negatif","informasi vaksin covid bogor massal puskesmas caringin pakai pfizer sinovac"
"710","Positif","pakai vaksin eza pakai sinovac pas vaksin tidak sakit vaksin m"
"711","Netral","vaksin dosis sinovac kouta dimnaa"
"712","Netral","mukomuko siap dosis vaksin sinovac ajar news bengkulu"
"713","Netral","informasi vaksin sinovac pfizer bogor masyarakat catat lokasi"
"716","Positif","kapolsek mojolaban pimpin aman vaksinasi massal gerai vaksin presisi gedung blk bekonang camat mojolaban"
"717","Netral","hahahah kmren ditawarin bilang maksude vaksin sinovac maneh peng opo w"
"718","Netral","vaksin sinovac dosis gedung tppkk syarat jadwal cp cek foto"
"719","Netral","via vaksin sinovac dosis gedung tppkk syarat jadwal cp cek foto"
"721","Negatif","vaksin sinovac sakit tidak sih"
"723","Netral","gantung vaksin nder sinovac vaksin tidak efek"
"724","Netral","update informasi vaksin sinovac pfizer dosis bogor kuota orang"
"725","Netral","vaksin sinovac dosis gedung tppkk syarat jadwal cp cek foto"
"726","Positif","alhamdulillah kali vaksin sinovac tidak efek sih kalaumodernaastrazeneca kayak lumaya"
"727","Positif","pakai vaksin sinovac tidak aku fully vaccinated"
"728","Negatif","udahhsyukur nyaa tidak efek tang bekas vaksin rada nyeri ngomong ngomong p"
"729","Negatif","cansino sputnik v indonesia jenis pfizer moderna johnson astrazeneca sinovac sinopharm beijing cansino sput"
"730","Positif","negara izin vaksin indonesia filipina vaksin sinovac sinopha"
"731","Negatif","habis covid udah vaksin lt baik udah sinovac modern"
"733","Positif","tidak uk tau hajiumroh minimal vaksin nya astrazeneca k"
"735","Positif","solidaritas vaksin psi kota depok vaksin sinovac dosis syarat warga indonesia bawa foto copy ktp"
"737","Negatif","vaksin kali pas tidak sinovac tidak hehe"
"738","Negatif","kalauvaksin astrazeneca neger kalausinovac belum mas"
"739","Netral","baik salah belum jenis vaksin moderna pfizer s"
"740","Positif","dapet moderna nder coba kaya surat faskes vaksin vaksin jenis in"
"741","Negatif","sinovac udah akuin who fega belanda diakuin maslahnya seifikat vak"
"742","Netral","habis vaksin dosis lupa na tenaga medis sih udah na s"
"743","Positif","bagus nder tidak bagus kalauudah vaksin sinovac tidak ganti nder yakin sih bagus"
"744","Positif","vaksin bagus gaboleh milih dose sinovac dose"
"746","Positif","barubaru malaysia ungkap hasil teliti efektivitas vaksin sinovac pfizer astrazeneca h"
"747","Netral","bah udah dapet booster moderna st nd nya pakai sinovac dianggep udah vaksin belum"
"748","Positif","hmmm pikir en vaksin lagikarena dapet vaksin sinovac"
"749","Netral","om vaksin sinovac mana"
"750","Netral","oxford astrazeneca pfizer biontech moderna janssen kayak sinovac mesti udah vaksin boos"
"751","Positif","dosis vaksin sinovac vaksinasi tahap i i ajar mukomuko besok"
"752","Negatif","bahhh berai vaksin sinovac berlaku takut pas tolak edar kabar vaksin sinovac tidak"
"753","Positif","udah vaksin dosis efek samping gimana sinovac yh"
"754","Positif","cerita igsnya vaksin sinovac tidak diakuin france anggap belum vaksin tr"
"755","Positif","aaa bangga salah vaccinator vaksin pfizersinovac astrazeneca selamat mesti"
"756","Positif","iya vaksin seko sih and tidak kasi vaksin sinovac maybe gtw deh"
"757","Netral","ngomong ngomong vaksin re vaksin sinovac efek parah sempet sek nafas mnt"
"758","Netral","batuk udah bulan dalam vaksin sinovac nder tawa"
"759","Positif","sinovac walopun en vaksin kaya"
"760","Positif","informasi sedia vaksin sinovac desa jejalen kabbekasi"
"761","Netral","tidak vaksin ama sinovac"
"762","Positif","barubaru malaysia ungkap hasil teliti efektivitas vaksin sinovac pfizer astrazeneca"
"763","Negatif","tambahin sebab demo thailand udah vaksin"
"764","Netral","vaksin sinovac telah positif covid sembuh"
"767","Negatif","anak belanda tidak vaksin sinovac xbukti autentik"
"770","Negatif","juta kali sinovac rupiah murah sinovac juta warga bayar vaks"
"772","Negatif","sek vaksin e sinovac rausah sok keras ngene astreav"
"773","Netral","mosok biduren mergane vaksin sinovac"
"774","Positif","hallo warga taman sari sehat jadwal vaksin sinovac kantor rw mabes lapang ums"
"775","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang sil"
"777","Positif","mohon maaf istri vaksin sinovac thp d gor delta sidoarjo"
"779","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang"
"780","Negatif","rasah kakean cangkem asline ki ultramentapi bar vaksin sinovac kuat ilang"
"781","Netral","sobat polri vaksin covid menteng adakan lurah menteng dosis vaksin sinovac astrazeneca zenecca"
"782","Negatif","asline ki ultramen bar vaksin sinovac kuat ilang"
"783","Negatif","daftar vaksin sinovac klinik polresta bandung silah klik link bawah"
"785","Negatif","ribu dosis vaksin sinovac buang siasia aceh tenggara garagara warga"
"786","Negatif","daftar vaksin sinovac klinik polresta bandung silah klik link bawah"
"788","Netral","ayo vaksin moderna dosis astrazeneca dosis sinovac dosis biddokkes polda kepri"
"789","Positif","ayo vaksin sd selesai aula camat guntur kabupa"
"790","Netral","kak nis dapet vaksin sinovac"
"791","Positif","perlahan bukan vaksin astrazeneca rana kadar vaksin dosis ama lepas padar k"
"793","Netral","situbondo gencar serbu vaksinasi covid dosis jenis vaksin sinovac astrazeneca kegiata"
"794","Netral","coba kaika husada kak doi vaksin vaksin sinovac pfizer wa"
"796","Netral","vaksin mung sinovac sok kemlinthi le"
"797","Positif","coba puskesmas nder vaksin daerah astraz sinovac bawa"
"798","Positif","jenis vaksin sih bagus hallo sobat ksr uns ramai bincang jenis vaksin bagus"
"800","Netral","vaksin sinovac dosis salah informasi"
"801","Negatif","tipu la korang benda bukan flex takde tu auto orang lari beb credit"
"803","Negatif","pas banget sinovac pas h suntik hahahihi eh minggu muncul"
"805","Negatif","tim riset indonesia efikasi vaksin covid sinovac turun persen beri boo"
"806","Netral","kalaumall udah rame siapsiap panen covid pas lindung vaksin selesai sinovac setel"
"808","Positif","suasana vaksinasi selenggara ika universitas airlangga selenggara"
"809","Positif","rengiat laksana vaksinasi wilayah camat tanggungharjo oktoberber"
"810","Netral","sok gamau vaksin pakai sinovac mau moderna pfizer puskesmas jangan a"
"811","Positif","pemerintah stok vaksin covid produsen vaksin beli pem"
"813","Positif","sbb sekolah nak bukak vaksin pfizer nak vaksin sinovac taknak pfizer pastu sis ka"
"814","Positif","studi turki vaksin booster pfizer hasil lindung sinovac"
"817","Netral","vaksin sinovac sih"
"818","Negatif","jog tidak sih ambil vaksin sinovac tidak gejala apa sakit pegal enggasumpah enak banget dik"
"819","Positif","perlahan bukan vaksin astrazeneca rana kadar vaksin dosis ama lepas me"
"821","Netral","cari vaksin booster ou sih mreka dapet sinovac bayar tidak deh"
"822","Negatif","kesan vaksin sinovac pfizer tanding lawan covid"
"823","Netral","tahan badan je awak amik pfizer takde effect langsung effect dem"
"824","Netral","vaksin plasebo heboh berita uap"
"825","Negatif","tim riset indonesia efikasi vaksin covid sinovac turun persen pember"
"826","Negatif","rausah kakean cangkem asline ki ultramantapi bar vaksin sinovac kuat ilang"
"827","Negatif","eddy yoshawirja warga bilang pecinan kota bandung warga usia lansia teua"
"828","Positif","piem mail negara tuju terima rakyat lengkap vaksin sinovac awak terminal"
"829","Negatif","informasi vaksin covid bogor puskesmas tanjungsari masyarakat pakai pfizer sinovac"
"830","Negatif","asline iki ultramentapi bar vaksin sinovac kuat ilang"
"831","Positif","tim riset indonesia adakan teliti sampel manusia vaksin vaksi"
"832","Negatif","sekedar butuh seifikat pakai sinovac tidak percaya vaksin ribet m"
"834","Positif","ayo hadir gerai vaksin tni polri laksana"
"836","Positif","ayo hadir gerai vaksin tni polri laksana w"
"837","Positif","ayo daftar jadwal vaksin gratis cikarang dosis sinovac sgc a informasi"
"838","Netral","rumah dosis vaksin steady simptom kecuali ama mak am"
"840","Positif","jujur nder vaksin sinovac tidak efek apa kaya ngerasa laper kalausampe d"
"842","Netral","malaysia lapor kelulus syarat vaksin covid keluar biotech ltd china guna"
"843","Negatif","informasi vaksin covid massal bogor puskesmas cinagara pakai pfizer sinovac"
"844","Positif","ayo hadir gerai vaksin tni polri laksana"
"845","Netral","buka jangka"
"846","Netral","aneh orang tu mah en nya pfizer astrazeneca moderna tap"
"847","Positif","hayo takut vaksin maju mundur cantik baca deh curhatan efek vaksi"
"849","Positif","informasi vaksin massal pfizer sinovac bogor sedia kuota"
"850","Positif","emak al mama vaksin emak sintas covid blon vaksin daftarin jaki car"
"851","Positif","yth segenap warga ngestiharjo saudara warga domisili ngestiharjo belum vaksinasi covid kuti"
"852","Positif","vaksin sinovac aman aman ajaa badan vaksin moderna astagaaaaa tidak deh ampun bgtt sakitnyaaa"
"853","Negatif","imunisasi covid guna vaksin coronavac keluar sinovac life sciences co ltd china pharmaniaga lifesciences"
"855","Positif","tolong baca tulis sinovac vaksin ama"
"856","Positif","kalauyg sinovac vaksin tidak sih moderna nakes"
"857","Negatif","sempet cek antibodi kuantitatif covid"
"858","Positif","beempat kampus feb untan vaksinasi covid tahap kali hasil capai angka vial sinov"
"859","Netral","ajar cilacap suntik vaksin covid dosis ama jenis sinovac meninj"
"860","Netral","eh cu udah vaksin kah k mana oh sinovac kah iya selesai"
"861","Netral","udah vaksin sinovac kena kopid kak"
"864","Negatif","rasah kakean omong ki asline ultramen bar vaksin sinovac kuat ilang"
"865","Negatif","mbak demam lemes nyuruh nyuruh aku capek gilir vaksin dapet sinovac alhamduli"
"866","Positif","gelombang tiga profit taking vaksin bayar tidak gratis sinovac rb murah banding mo"
"867","Netral","siswa smk yapisda ikut vaksin sinovac danramil cisoka kapten inf jefriansen sipayung proses"
"868","Negatif","vaksin sinovac sok tas lu"
"870","Positif","vaksin sinovac alhamdulillah tidak sih nder pegal bagi suntik bentar tidak smpe hari hehe"
"871","Netral","wajar vaksin ngomong ngomong sinovac"
"872","Negatif","kaaak wkwk vaksin nya sinovac nakespro ditambahin kaaak wkwk"
"873","Netral","geo suruh pakai vaksin sinovac"
"874","Negatif","dosis sinovac telat kynya lihat jadwal bulan kak gila yah tidak jenis"
"875","Positif","temen ngetwit vaksin sinovac untung sih tidak kayak"
"876","Netral","vaksin covid sinovac buat tiongkok remaja usia lengkap"
"878","Positif","hitung sentra vaksinasi l jakaa layan beri vaksin dosis jenis"
"879","Negatif","rasah kakean cangkem ki asline untramentp bar vaksin sinovac wingenane kuat ilang"
"880","Positif","vaksin gapapa ambil sinovac efek ringan kon"
"881","Netral","jadwal vaksin jogja kulon progo sinovac dosis link daftar tidak"
"882","Netral","aneh sinovac aman anak sekolah vaksin sinovac ngomong ngomong minum obat tidak"
"883","Netral","sinovac taon sesuk vaksin neh"
"884","Netral","vaksin ama dosis sinovac umur umur say"
"885","Netral","wibpolresta bandara soetta jajar tni stakeholder laksana"
"886","Netral","nyata akhbar menteri kesihatan kuasa kawal dadah bermesyuarat m"
"888","Netral","tidak napsu makan om abis vaksin sinovac dosis ny masuk anginperut asa kenyanv hbis maksi"
"889","Negatif","vaksin sinovac tidak mubazir nidom sar evaluasi efektif v"
"890","Positif","vaksin sinovac tidak efek konsul dokter kalaulg tidak kambuh kondisi sehat tidak vaksin"
"891","Netral","australia buka batas traveler vaksin sinovac boleh masuk"
"892","Netral","raja china bersetuju derma tambah juta dosis tambah ribu sudah"
"893","Netral","dosis undur tmptnya dipake ds lainfyi desa informasi"
"894","Negatif","gws elnim vaksin ama demam ngomong ngomong vaksin astrazen sinovac"
"895","Negatif","asline iki ultramen tpi mari vaksin sinovac kuat ilang v"
"896","Positif","vaksin sinopharm sinovac teh tidak lihat google beda inget pas vaksin nakes bilang sinovac"
"897","Netral","sinovac ngomong ngomong kalauabis vaksin antigen hasil reaktif tidak sih"
"898","Positif","selamat maaf seifikat vaksin dosis tidak app peduli lin"
"899","Negatif","vaksin besok sinovac pakai sinovac efek samping yalebih takut kena efek"
